tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus		length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM	1285073.439
CUFF.343	-	-	CUFF.343	-	-	ENSBTAT00000004192	10-589	ENSBTAT00000004192:10-589	-	6.4909	2.75537	8.0939	OK	5.050995378	
CUFF.5333	-	-	CUFF.5333	-	-	ENSBTAT00000024915	0-1178	ENSBTAT00000024915:0-1178	-	6.49156	4.23217	7.95648	OK	5.051508967	
CUFF.4785	-	-	CUFF.4785	-	-	ENSBTAT00000023886	0-548	ENSBTAT00000023886:0-548	-	6.49622	2.72929	7.2781	OK	5.055135219	
CUFF.2047	-	-	CUFF.2047	-	-	ENSBTAT00000021229	1-595	ENSBTAT00000021229:1-595	-	6.49702	2.85365	7.72165	OK	5.055757751	
CUFF.1623	-	-	CUFF.1623	-	-	ENSBTAT00000026932	364-1188	ENSBTAT00000026932:364-1188	-	6.49919	3.63022	7.86547	OK	5.057446371	
CUFF.2354	-	-	CUFF.2354	-	-	ENSBTAT00000035283	2-1378	ENSBTAT00000035283:2-1378	-	6.50091	4.49275	7.89854	OK	5.058784816	
CUFF.9742	-	-	CUFF.9742	-	-	ENSBTAT00000065727	9-480	ENSBTAT00000065727:9-480	-	6.50259	2.32868	7.19775	OK	5.060092134	
CUFF.9232	-	-	CUFF.9232	-	-	ENSBTAT00000017030	3-612	ENSBTAT00000017030:3-612	-	6.50267	2.94709	7.204	OK	5.060154387	
CUFF.11437	-	-	CUFF.11437	-	-	ENSBTAT00000016537	6-1550	ENSBTAT00000016537:6-1550	-	6.5044	4.64969	8.0078	OK	5.061500614	
CUFF.7396	-	-	CUFF.7396	-	-	ENSBTAT00000015413	10-1324	ENSBTAT00000015413:10-1324	-	6.50473	4.4012	8.57475	OK	5.061757409	
CUFF.2275	-	-	CUFF.2275	-	-	ENSBTAT00000021914	20-3310	ENSBTAT00000021914:20-3310	-	6.50773	5.39464	7.57674	OK	5.064091905	
CUFF.11594	-	-	CUFF.11594	-	-	ENSBTAT00000007889	174-1471	ENSBTAT00000007889:174-1471	-	6.51474	4.45889	8.30276	OK	5.069546847	
CUFF.96	-	-	CUFF.96	-	-	ENSBTAT00000021099	21-828	ENSBTAT00000021099:21-828	-	6.51725	3.58313	8.40183	OK	5.071500042	
CUFF.5773	-	-	CUFF.5773	-	-	ENSBTAT00000033542	Feb-41	ENSBTAT00000033542:2-1941	-	6.51784	4.93665	7.81636	OK	5.07195916	
CUFF.12240	-	-	CUFF.12240	-	-	ENSBTAT00000019774	3-917	ENSBTAT00000019774:3-917	-	6.51814	3.81822	8.18189	OK	5.07219261	
CUFF.11105	-	-	CUFF.11105	-	-	ENSBTAT00000032631	Sep-35	ENSBTAT00000032631:9-2435	-	6.5253	5.17867	7.76801	OK	5.077764276	
CUFF.2316	-	-	CUFF.2316	-	-	ENSBTAT00000014591	0-2150	ENSBTAT00000014591:0-2150	-	6.5285	5.05506	7.93042	OK	5.080254406	
CUFF.9592	-	-	CUFF.9592	-	-	ENSBTAT00000002374	0-943	ENSBTAT00000002374:0-943	-	6.53233	3.91227	7.40159	OK	5.08323478	
CUFF.11110	-	-	CUFF.11110	-	-	ENSBTAT00000065887	0-546	ENSBTAT00000065887:0-546	-	6.53493	2.73928	7.30476	OK	5.085258011	
CUFF.9252	-	-	CUFF.9252	-	-	ENSBTAT00000006880	0-1186	ENSBTAT00000006880:0-1186	-	6.54053	4.2877	8.2391	OK	5.089615739	
CUFF.13364	-	-	CUFF.13364	-	-	ENSBTAT00000007009	Jul-46	ENSBTAT00000007009:7-2946	-	6.54093	5.32646	7.70131	OK	5.089927005	
CUFF.1586	-	-	CUFF.1586	-	-	ENSBTAT00000001425	9-585	ENSBTAT00000001425:9-585	-	6.54415	2.76972	8.13606	OK	5.092432698	
CUFF.4930	-	-	CUFF.4930	-	-	ENSBTAT00000006277	6727-13275	ENSBTAT00000006277:6727-13275	-	6.54488	5.83215	7.24831	OK	5.093000759	
CUFF.3942	-	-	CUFF.3942	-	-	ENSBTAT00000003141	20-1053	ENSBTAT00000003141:20-1053	-	6.54491	4.05404	8.10807	OK	5.093024104	
CUFF.5604	-	-	CUFF.5604	-	-	ENSBTAT00000009702	Jan-85	ENSBTAT00000009702:1-2085	-	6.5456	5.02377	7.79881	OK	5.093561038	
CUFF.10329	-	-	CUFF.10329	-	-	ENSBTAT00000014602	Feb-79	ENSBTAT00000014602:2-1979	-	6.54696	4.99306	7.86786	OK	5.094619344	
CUFF.7538	-	-	CUFF.7538	-	-	ENSBTAT00000039401	20-1905	ENSBTAT00000039401:20-1905	-	6.54938	4.91938	7.88158	OK	5.096502505	
CUFF.7802	-	-	CUFF.7802	-	-	ENSBTAT00000018087	Apr-55	ENSBTAT00000018087:4-6955	-	6.55298	5.85263	7.24407	OK	5.099303901	
CUFF.6664	-	-	CUFF.6664	-	-	ENSBTAT00000017260	0-1108	ENSBTAT00000017260:0-1108	-	6.55346	4.22957	8.00919	OK	5.09967742	
CUFF.1750	-	-	CUFF.1750	-	-	ENSBTAT00000001083	110-1157	ENSBTAT00000001083:110-1157	-	6.55457	4.09506	7.71395	OK	5.100541184	
CUFF.11898	-	-	CUFF.11898	-	-	ENSBTAT00000033544	1298-2132	ENSBTAT00000033544:1298-2132	-	6.55486	3.70625	8.01027	OK	5.100766852	
CUFF.10224	-	-	CUFF.10224	-	-	ENSBTAT00000064408	0-408	ENSBTAT00000064408:0-408	-	6.55588	1.9551	7.08723	OK	5.101560581	
CUFF.2611	-	-	CUFF.2611	-	-	ENSBTAT00000055854	6-1509	ENSBTAT00000055854:6-1509	-	6.55644	4.64384	7.96088	OK	5.101996354	
CUFF.7358	-	-	CUFF.7358	-	-	ENSBTAT00000026362	0-4817	ENSBTAT00000026362:0-4817	-	6.55833	5.69239	7.34836	OK	5.103467087	
CUFF.2023	-	-	CUFF.2023	-	-	ENSBTAT00000004177	0-1350	ENSBTAT00000004177:0-1350	-	6.56173	4.50541	7.9768	OK	5.10611285	
CUFF.13630	-	-	CUFF.13630	-	-	ENSBTAT00000043072	1-1092	ENSBTAT00000043072:1-1092	-	6.56675	4.20409	7.85981	OK	5.110019242	
CUFF.5779	-	-	CUFF.5779	-	-	ENSBTAT00000024256	Jan-63	ENSBTAT00000024256:1-3263	-	6.56744	5.44095	7.64178	OK	5.110556176	
CUFF.5090	-	-	CUFF.5090	-	-	ENSBTAT00000012239	15-1986	ENSBTAT00000012239:15-1986	-	6.56927	5.00826	7.89181	OK	5.111980219	
CUFF.9931	-	-	CUFF.9931	-	-	ENSBTAT00000033977	254-2361	ENSBTAT00000033977:254-2361	-	6.57136	5.06358	7.90297	OK	5.113606585	
CUFF.9336	-	-	CUFF.9336	-	-	ENSBTAT00000023552	Jan-41	ENSBTAT00000023552:1-1941	-	6.57171	4.9855	7.91512	OK	5.113878943	
CUFF.7111	-	-	CUFF.7111	-	-	ENSBTAT00000016882	16-1091	ENSBTAT00000016882:16-1091	-	6.57294	4.17391	7.69854	OK	5.114836087	
CUFF.9729	-	-	CUFF.9729	-	-	ENSBTAT00000065429	0-1712	ENSBTAT00000065429:0-1712	-	6.57351	4.83407	8.03737	OK	5.115279642	
CUFF.9807	-	-	CUFF.9807	-	-	ENSBTAT00000057114	1435-1979	ENSBTAT00000057114:1435-1979	-	6.5741	2.74936	7.33161	OK	5.115738759	
CUFF.2792	-	-	CUFF.2792	-	-	ENSBTAT00000022302	8-643	ENSBTAT00000022302:8-643	-	6.57414	3.14047	8.32225	OK	5.115769886	
CUFF.997	-	-	CUFF.997	-	-	ENSBTAT00000065520	177-903	ENSBTAT00000065520:177-903	-	6.57416	3.43354	7.96581	OK	5.115785449	
CUFF.4343	-	-	CUFF.4343	-	-	ENSBTAT00000008756	0-2862	ENSBTAT00000008756:0-2862	-	6.58046	5.33041	7.80399	OK	5.120687893	
CUFF.12755	-	-	CUFF.12755	-	-	ENSBTAT00000047029	29-1406	ENSBTAT00000047029:29-1406	-	6.5808	4.56189	8.11003	OK	5.120952469	
CUFF.8126	-	-	CUFF.8126	-	-	ENSBTAT00000065136	66-564	ENSBTAT00000065136:66-564	-	6.5855	2.40265	7.40817	OK	5.124609848	
CUFF.13234	-	-	CUFF.13234	-	-	ENSBTAT00000007299	89-935	ENSBTAT00000007299:89-935	-	6.58798	3.77154	8.60381	OK	5.126539698	
CUFF.4617	-	-	CUFF.4617	-	-	ENSBTAT00000002865	50-3967	ENSBTAT00000002865:50-3967	-	6.59052	5.5748	7.5858	OK	5.128516239	
CUFF.6715	-	-	CUFF.6715	-	-	ENSBTAT00000066336	0-785	ENSBTAT00000066336:0-785	-	6.59324	3.55653	8.0022	OK	5.13063285	
CUFF.12075	-	-	CUFF.12075	-	-	ENSBTAT00000046385	95-2452	ENSBTAT00000046385:95-2452	-	6.59569	5.20336	7.8685	OK	5.132539355	
CUFF.8504	-	-	CUFF.8504	-	-	ENSBTAT00000039853	46-4247	ENSBTAT00000039853:46-4247	-	6.59623	5.62515	7.54767	OK	5.132959565	
CUFF.2991	-	-	CUFF.2991	-	-	ENSBTAT00000034195	40-3243	ENSBTAT00000034195:40-3243	-	6.59696	5.44778	7.62689	OK	5.133527626	
CUFF.9791	-	-	CUFF.9791	-	-	ENSBTAT00000023680	0-724	ENSBTAT00000023680:0-724	-	6.59976	3.44302	7.98781	OK	5.13570649	
CUFF.270	-	-	CUFF.270	-	-	ENSBTAT00000012775	0-1026	ENSBTAT00000012775:0-1026	-	6.60107	4.08169	8.16339	OK	5.136725887	
CUFF.1512	-	-	CUFF.1512	-	-	ENSBTAT00000006400	13-1069	ENSBTAT00000006400:13-1069	-	6.60272	4.15458	8.0259	OK	5.13800986	
CUFF.1713	-	-	CUFF.1713	-	-	ENSBTAT00000010504	160-929	ENSBTAT00000010504:160-929	-	6.60359	3.50087	8.03903	OK	5.138686864	
CUFF.9993	-	-	CUFF.9993	-	-	ENSBTAT00000022706	10-628	ENSBTAT00000022706:10-628	-	6.6037	3.06552	7.58312	OK	5.138772462	
CUFF.8190	-	-	CUFF.8190	-	-	ENSBTAT00000011169	0-1388	ENSBTAT00000011169:0-1388	-	6.604	4.59758	8.26127	OK	5.139005912	
CUFF.8142	-	-	CUFF.8142	-	-	ENSBTAT00000050592	7-1259	ENSBTAT00000050592:7-1259	-	6.60473	4.45987	8.0437	OK	5.139573973	
CUFF.8217	-	-	CUFF.8217	-	-	ENSBTAT00000020514	39-672	ENSBTAT00000020514:39-672	-	6.60525	3.15039	8.34854	OK	5.139978619	
CUFF.13567	-	-	CUFF.13567	-	-	ENSBTAT00000064762	6-488	ENSBTAT00000064762:6-488	-	6.60632	2.27554	7.24035	OK	5.140811256	
CUFF.6262	-	-	CUFF.6262	-	-	ENSBTAT00000017659	187-1001	ENSBTAT00000017659:187-1001	-	6.60685	3.67481	7.9621	OK	5.141223684	
CUFF.10510	-	-	CUFF.10510	-	-	ENSBTAT00000007981	2-1706	ENSBTAT00000007981:2-1706	-	6.60872	4.85676	8.0751	OK	5.142678854	
CUFF.2854	-	-	CUFF.2854	-	-	ENSBTAT00000003434	4-380	ENSBTAT00000003434:4-380	-	6.60888	1.59112	6.09928	OK	5.14280336	
CUFF.13992	-	-	CUFF.13992	-	-	ENSBTAT00000020304	17-1570	ENSBTAT00000020304:17-1570	-	6.60933	4.75115	7.83298	OK	5.143153535	
CUFF.4395	-	-	CUFF.4395	-	-	ENSBTAT00000002293	0-1734	ENSBTAT00000002293:0-1734	-	6.60948	4.88774	8.0504	OK	5.14327026	
CUFF.6817	-	-	CUFF.6817	-	-	ENSBTAT00000043424	0-1296	ENSBTAT00000043424:0-1296	-	6.61258	4.46233	8.69385	OK	5.145682573	
CUFF.4830	-	-	CUFF.4830	-	-	ENSBTAT00000045185	24-822	ENSBTAT00000045185:24-822	-	6.61706	3.62355	8.49659	OK	5.149168755	
CUFF.13947	-	-	CUFF.13947	-	-	ENSBTAT00000025570	0-1476	ENSBTAT00000025570:0-1476	-	6.61752	4.72879	7.90384	OK	5.149526711	
CUFF.6106	-	-	CUFF.6106	-	-	ENSBTAT00000023116	98-700	ENSBTAT00000023116:98-700	-	6.61889	2.98136	7.28777	OK	5.150592798	
CUFF.1772	-	-	CUFF.1772	-	-	ENSBTAT00000061015	3897-6171	ENSBTAT00000061015:3897-6171	-	6.61938	5.17404	7.76107	OK	5.1509741	
CUFF.11331	-	-	CUFF.11331	-	-	ENSBTAT00000045088	35-2368	ENSBTAT00000045088:35-2368	-	6.62329	5.21415	7.86397	OK	5.154016727	
CUFF.2555	-	-	CUFF.2555	-	-	ENSBTAT00000020570	6-713	ENSBTAT00000020570:6-713	-	6.6249	3.38478	7.75679	OK	5.155269574	
CUFF.2457	-	-	CUFF.2457	-	-	ENSBTAT00000027661	0-1926	ENSBTAT00000027661:0-1926	-	6.62534	5.02174	7.97266	OK	5.155611967	
CUFF.7560	-	-	CUFF.7560	-	-	ENSBTAT00000022557	0-1730	ENSBTAT00000022557:0-1730	-	6.62688	4.89904	8.06901	OK	5.156810342	
CUFF.6408	-	-	CUFF.6408	-	-	ENSBTAT00000039581	1-828	ENSBTAT00000039581:1-828	-	6.62926	3.73762	8.07807	OK	5.158662376	
CUFF.3989	-	-	CUFF.3989	-	-	ENSBTAT00000008557	52-1255	ENSBTAT00000008557:52-1255	-	6.62941	4.39287	8.03979	OK	5.158779101	
CUFF.6595	-	-	CUFF.6595	-	-	ENSBTAT00000009974	63-935	ENSBTAT00000009974:63-935	-	6.63049	3.77343	8.00424	OK	5.15961952	
CUFF.1283	-	-	CUFF.1283	-	-	ENSBTAT00000023791	93-1145	ENSBTAT00000023791:93-1145	-	6.63409	4.17038	8.05641	OK	5.162420916	
CUFF.8055	-	-	CUFF.8055	-	-	ENSBTAT00000005212	0-1668	ENSBTAT00000005212:0-1668	-	6.63513	4.90181	8.01027	OK	5.163230208	
CUFF.940	-	-	CUFF.940	-	-	ENSBTAT00000014068	354-1961	ENSBTAT00000014068:354-1961	-	6.63935	4.83969	7.94205	OK	5.166514067	
CUFF.2647	-	-	CUFF.2647	-	-	ENSBTAT00000055228	1-1187	ENSBTAT00000055228:1-1187	-	6.64272	4.37177	7.90281	OK	5.169136486	
CUFF.11679	-	-	CUFF.11679	-	-	ENSBTAT00000048382	2425-3911	ENSBTAT00000048382:2425-3911	-	6.64381	4.69697	8.05195	OK	5.169984686	
CUFF.12517	-	-	CUFF.12517	-	-	ENSBTAT00000061626	2-1622	ENSBTAT00000061626:2-1622	-	6.64886	4.8624	8.00142	OK	5.173914423	
CUFF.6688	-	-	CUFF.6688	-	-	ENSBTAT00000002748	0-1560	ENSBTAT00000002748:0-1560	-	6.64893	4.79375	7.98958	OK	5.173968894	
CUFF.1419	-	-	CUFF.1419	-	-	ENSBTAT00000003617	193-1453	ENSBTAT00000003617:193-1453	-	6.64938	4.51069	8.30916	OK	5.174319069	
CUFF.13044	-	-	CUFF.13044	-	-	ENSBTAT00000063878	8-878	ENSBTAT00000063878:8-878	-	6.6506	3.7821	8.02264	OK	5.175268431	
CUFF.2935	-	-	CUFF.2935	-	-	ENSBTAT00000023645	54-879	ENSBTAT00000023645:54-879	-	6.65083	3.74668	8.09766	OK	5.175447409	
CUFF.1409	-	-	CUFF.1409	-	-	ENSBTAT00000018036	1-1275	ENSBTAT00000018036:1-1275	-	6.6556	4.53939	8.45265	OK	5.179159259	
CUFF.545	-	-	CUFF.545	-	-	ENSBTAT00000063579	1-960	ENSBTAT00000063579:1-960	-	6.65909	4.05494	7.79796	OK	5.181875057	
CUFF.2462	-	-	CUFF.2462	-	-	ENSBTAT00000012372	Jan-68	ENSBTAT00000012372:1-2068	-	6.65923	5.11333	7.95943	OK	5.181984	
CUFF.7193	-	-	CUFF.7193	-	-	ENSBTAT00000061169	562-3168	ENSBTAT00000061169:562-3168	-	6.65933	5.31837	7.76712	OK	5.182061817	
CUFF.8526	-	-	CUFF.8526	-	-	ENSBTAT00000012447	0-929	ENSBTAT00000012447:0-929	-	6.65958	3.97123	7.51313	OK	5.182256358	
CUFF.3529	-	-	CUFF.3529	-	-	ENSBTAT00000020388	8-1326	ENSBTAT00000020388:8-1326	-	6.66128	4.53915	7.94351	OK	5.18357924	
CUFF.7587	-	-	CUFF.7587	-	-	ENSBTAT00000023044	0-1572	ENSBTAT00000023044:0-1572	-	6.66356	4.82058	8.05545	OK	5.185353458	
CUFF.14060	-	-	CUFF.14060	-	-	ENSBTAT00000066184	0-1138	ENSBTAT00000066184:0-1138	-	6.66398	4.29331	8.23615	OK	5.185680287	
CUFF.12139	-	-	CUFF.12139	-	-	ENSBTAT00000007154	3-1739	ENSBTAT00000007154:3-1739	-	6.66617	4.93955	8.156	OK	5.18738447	
CUFF.6717	-	-	CUFF.6717	-	-	ENSBTAT00000010670	7-980	ENSBTAT00000010670:7-980	-	6.66759	4.09907	7.99319	OK	5.188489465	
CUFF.13	-	-	CUFF.13	-	-	ENSBTAT00000022677	44-1959	ENSBTAT00000022677:44-1959	-	6.66809	5.05058	8.01845	OK	5.188878548	
CUFF.1134	-	-	CUFF.1134	-	-	ENSBTAT00000006322	20-Aug	ENSBTAT00000006322:8-2820	-	6.6686	5.38973	7.94276	OK	5.189275413	
CUFF.1954	-	-	CUFF.1954	-	-	ENSBTAT00000024467	0-1017	ENSBTAT00000024467:0-1017	-	6.67472	4.11782	8.23563	OK	5.194037786	
CUFF.12119	-	-	CUFF.12119	-	-	ENSBTAT00000024807	0-3123	ENSBTAT00000024807:0-3123	-	6.67546	5.49155	7.69456	OK	5.194613629	
CUFF.9998	-	-	CUFF.9998	-	-	ENSBTAT00000063354	1408-2813	ENSBTAT00000063354:1408-2813	-	6.67695	4.68388	8.51615	OK	5.195773096	
CUFF.265	-	-	CUFF.265	-	-	ENSBTAT00000025365	73-955	ENSBTAT00000025365:73-955	-	6.68023	3.84369	7.91349	OK	5.198325479	
CUFF.4427	-	-	CUFF.4427	-	-	ENSBTAT00000027545	62-1347	ENSBTAT00000027545:62-1347	-	6.68026	4.50053	8.76827	OK	5.198348824	
CUFF.10504	-	-	CUFF.10504	-	-	ENSBTAT00000028014	26-1102	ENSBTAT00000028014:26-1102	-	6.68053	4.26269	7.96938	OK	5.198558929	
CUFF.3326	-	-	CUFF.3326	-	-	ENSBTAT00000030185	379-3722	ENSBTAT00000030185:379-3722	-	6.68409	5.54773	7.78471	OK	5.201329198	
CUFF.1382	-	-	CUFF.1382	-	-	ENSBTAT00000017928	13-1327	ENSBTAT00000017928:13-1327	-	6.68542	4.55297	7.96769	OK	5.202364159	
CUFF.3046	-	-	CUFF.3046	-	-	ENSBTAT00000063287	0-1433	ENSBTAT00000063287:0-1433	-	6.68715	4.73153	8.34975	OK	5.203710385	
CUFF.10030	-	-	CUFF.10030	-	-	ENSBTAT00000056422	839-1437	ENSBTAT00000056422:839-1437	-	6.68718	3.0013	7.33652	OK	5.20373373	
CUFF.11949	-	-	CUFF.11949	-	-	ENSBTAT00000008826	Feb-91	ENSBTAT00000008826:2-2091	-	6.6874	5.15494	8.06653	OK	5.203904927	
CUFF.7380	-	-	CUFF.7380	-	-	ENSBTAT00000016647	3-586	ENSBTAT00000016647:3-586	-	6.68878	2.90749	7.86734	OK	5.204978795	
CUFF.3768	-	-	CUFF.3768	-	-	ENSBTAT00000022040	10-429	ENSBTAT00000022040:10-429	-	6.68899	1.90377	6.90117	OK	5.20514221	
CUFF.6255	-	-	CUFF.6255	-	-	ENSBTAT00000044761	3-422	ENSBTAT00000044761:3-422	-	6.68899	1.90377	6.90117	OK	5.20514221	
CUFF.13478	-	-	CUFF.13478	-	-	ENSBTAT00000026549	48-2628	ENSBTAT00000026549:48-2628	-	6.69032	5.37197	7.7681	OK	5.20617717	
CUFF.2872	-	-	CUFF.2872	-	-	ENSBTAT00000002157	10187-16790	ENSBTAT00000002157:10187-16790	-	6.69134	5.96478	7.41445	OK	5.206970899	
CUFF.11275	-	-	CUFF.11275	-	-	ENSBTAT00000056825	30-1194	ENSBTAT00000056825:30-1194	-	6.69141	4.36874	8.39483	OK	5.207025371	
CUFF.9349	-	-	CUFF.9349	-	-	ENSBTAT00000005275	0-5588	ENSBTAT00000005275:0-5588	-	6.69347	5.88838	7.47646	OK	5.208628392	
CUFF.13086	-	-	CUFF.13086	-	-	ENSBTAT00000008096	2-1046	ENSBTAT00000008096:2-1046	-	6.69776	4.20234	8.11815	OK	5.211966723	
CUFF.7745	-	-	CUFF.7745	-	-	ENSBTAT00000027949	134-2175	ENSBTAT00000027949:134-2175	-	6.69934	5.12962	7.96312	OK	5.213196224	
CUFF.5448	-	-	CUFF.5448	-	-	ENSBTAT00000027263	0-3648	ENSBTAT00000027263:0-3648	-	6.70017	5.63055	7.70784	OK	5.213842102	
CUFF.11449	-	-	CUFF.11449	-	-	ENSBTAT00000009283	1-1223	ENSBTAT00000009283:1-1223	-	6.70202	4.48776	7.99638	OK	5.215281708	
CUFF.4570	-	-	CUFF.4570	-	-	ENSBTAT00000004087	0-1623	ENSBTAT00000004087:0-1623	-	6.70532	4.91485	8.1095	OK	5.217849655	
CUFF.8520	-	-	CUFF.8520	-	-	ENSBTAT00000055395	1-1044	ENSBTAT00000055395:1-1044	-	6.7058	4.20636	8.12593	OK	5.218223175	
CUFF.13773	-	-	CUFF.13773	-	-	ENSBTAT00000028200	Sep-85	ENSBTAT00000028200:9-2285	-	6.70952	5.25712	7.92948	OK	5.221117951	
CUFF.6883	-	-	CUFF.6883	-	-	ENSBTAT00000021822	0-2586	ENSBTAT00000021822:0-2586	-	6.71539	5.35951	7.82719	OK	5.225685783	
CUFF.8418	-	-	CUFF.8418	-	-	ENSBTAT00000026552	22-766	ENSBTAT00000026552:22-766	-	6.7261	3.48449	7.90711	OK	5.234019937	
CUFF.8517	-	-	CUFF.8517	-	-	ENSBTAT00000061472	0-3501	ENSBTAT00000061472:0-3501	-	6.72677	5.63912	7.80364	OK	5.234541308	
CUFF.5355	-	-	CUFF.5355	-	-	ENSBTAT00000064038	6-1076	ENSBTAT00000064038:6-1076	-	6.72716	4.2866	8.01407	OK	5.234844793	
CUFF.13504	-	-	CUFF.13504	-	-	ENSBTAT00000025871	18-2525	ENSBTAT00000025871:18-2525	-	6.72931	5.3693	7.83521	OK	5.236517849	
CUFF.9616	-	-	CUFF.9616	-	-	ENSBTAT00000005476	360-1370	ENSBTAT00000005476:360-1370	-	6.73315	4.14635	8.29271	OK	5.239506005	
CUFF.1232	-	-	CUFF.1232	-	-	ENSBTAT00000028999	24-1877	ENSBTAT00000028999:24-1877	-	6.73767	5.05814	8.17912	OK	5.243023314	
CUFF.11320	-	-	CUFF.11320	-	-	ENSBTAT00000000670	0-817	ENSBTAT00000000670:0-817	-	6.73854	3.78336	8.17695	OK	5.243700318	
CUFF.2305	-	-	CUFF.2305	-	-	ENSBTAT00000008106	15-3954	ENSBTAT00000008106:15-3954	-	6.73883	5.72086	7.74594	OK	5.243925986	
CUFF.1790	-	-	CUFF.1790	-	-	ENSBTAT00000038814	455-1035	ENSBTAT00000038814:455-1035	-	6.74306	2.92253	7.90803	OK	5.247217626	
CUFF.6690	-	-	CUFF.6690	-	-	ENSBTAT00000043938	9-1815	ENSBTAT00000043938:9-1815	-	6.74866	5.02415	8.06072	OK	5.251575354	
CUFF.2662	-	-	CUFF.2662	-	-	ENSBTAT00000010280	2-951	ENSBTAT00000010280:2-951	-	6.74923	4.09767	7.88013	OK	5.252018908	
CUFF.6274	-	-	CUFF.6274	-	-	ENSBTAT00000021427	7-1591	ENSBTAT00000021427:7-1591	-	6.75052	4.90996	8.05737	OK	5.253022742	
CUFF.12805	-	-	CUFF.12805	-	-	ENSBTAT00000025505	0-668	ENSBTAT00000025505:0-668	-	6.7537	3.28386	8.20965	OK	5.255497309	
CUFF.8635	-	-	CUFF.8635	-	-	ENSBTAT00000015429	60-1215	ENSBTAT00000015429:60-1215	-	6.75516	4.40278	8.46024	OK	5.256633431	
CUFF.4519	-	-	CUFF.4519	-	-	ENSBTAT00000018163	0-830	ENSBTAT00000018163:0-830	-	6.75808	3.84424	8.76967	OK	5.258905674	
CUFF.9580	-	-	CUFF.9580	-	-	ENSBTAT00000002377	0-1007	ENSBTAT00000002377:0-1007	-	6.7585	4.15871	8.31742	OK	5.259232504	
CUFF.8131	-	-	CUFF.8131	-	-	ENSBTAT00000009016	9-529	ENSBTAT00000009016:9-529	-	6.76161	2.6845	7.2865	OK	5.261652599	
CUFF.12348	-	-	CUFF.12348	-	-	ENSBTAT00000018107	41-723	ENSBTAT00000018107:41-723	-	6.76464	3.36265	7.89492	OK	5.264010441	
CUFF.3328	-	-	CUFF.3328	-	-	ENSBTAT00000028777	1-1700	ENSBTAT00000028777:1-1700	-	6.76487	4.98843	8.21624	OK	5.264189419	
CUFF.3183	-	-	CUFF.3183	-	-	ENSBTAT00000064900	0-962	ENSBTAT00000064900:0-962	-	6.76516	4.14594	8.08459	OK	5.264415087	
CUFF.5658	-	-	CUFF.5658	-	-	ENSBTAT00000020951	98-1959	ENSBTAT00000020951:98-1959	-	6.76542	5.08998	8.03681	OK	5.26461741	
CUFF.2484	-	-	CUFF.2484	-	-	ENSBTAT00000029142	620-1184	ENSBTAT00000029142:620-1184	-	6.76619	2.82865	8.30916	OK	5.265216598	
CUFF.12578	-	-	CUFF.12578	-	-	ENSBTAT00000001624	3-891	ENSBTAT00000001624:3-891	-	6.76822	3.93001	8.42145	OK	5.266796274	
CUFF.13112	-	-	CUFF.13112	-	-	ENSBTAT00000053558	0-1845	ENSBTAT00000053558:0-1845	-	6.77064	5.08007	8.21459	OK	5.268679435	
CUFF.6149	-	-	CUFF.6149	-	-	ENSBTAT00000024166	0-1359	ENSBTAT00000024166:0-1359	-	6.77073	4.69569	8.43756	OK	5.26874947	
CUFF.3873	-	-	CUFF.3873	-	-	ENSBTAT00000045638	5-863	ENSBTAT00000045638:5-863	-	6.77382	3.835	8.13485	OK	5.271154002	
CUFF.13206	-	-	CUFF.13206	-	-	ENSBTAT00000044951	1161-2490	ENSBTAT00000044951:1161-2490	-	6.77404	4.65163	8.17787	OK	5.271325198	
CUFF.13707	-	-	CUFF.13707	-	-	ENSBTAT00000005622	0-1638	ENSBTAT00000005622:0-1638	-	6.77455	4.99159	8.15698	OK	5.271722063	
CUFF.12372	-	-	CUFF.12372	-	-	ENSBTAT00000061163	32-1757	ENSBTAT00000061163:32-1757	-	6.78041	5.02885	8.38142	OK	5.276282113	
CUFF.12503	-	-	CUFF.12503	-	-	ENSBTAT00000056101	0-1533	ENSBTAT00000056101:0-1533	-	6.78465	4.87818	8.1303	OK	5.279581536	
CUFF.4816	-	-	CUFF.4816	-	-	ENSBTAT00000030590	131-885	ENSBTAT00000030590:131-885	-	6.78578	3.57052	8.19896	OK	5.280460863	
CUFF.9215	-	-	CUFF.9215	-	-	ENSBTAT00000000967	48-3960	ENSBTAT00000000967:48-3960	-	6.78798	5.76034	7.7994	OK	5.282172827	
CUFF.7359	-	-	CUFF.7359	-	-	ENSBTAT00000064364	26-Jan	ENSBTAT00000064364:1-7526	-	6.78848	6.10848	7.46003	OK	5.28256191	
CUFF.284	-	-	CUFF.284	-	-	ENSBTAT00000052102	17-712	ENSBTAT00000052102:17-712	-	6.78892	3.44322	7.89072	OK	5.282904303	
CUFF.764	-	-	CUFF.764	-	-	ENSBTAT00000026452	1-Jul	ENSBTAT00000026452:7-3301	-	6.7903	5.63025	7.90052	OK	5.283978171	
CUFF.11725	-	-	CUFF.11725	-	-	ENSBTAT00000007564	130-854	ENSBTAT00000007564:130-854	-	6.79387	3.44302	7.85009	OK	5.286756223	
