tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.8197	-	-	CUFF.8197	-	-	ENSGALT00000004876	438-889	ENSGALT00000004876:438-889	-	4.20276	1.5798	3.90793	OK	2.489564025
CUFF.14247	-	-	CUFF.14247	-	-	ENSGALT00000025009	3231-4833	ENSGALT00000025009:3231-4833	-	4.2028	3.18348	4.58795	OK	2.48958772
CUFF.6245	-	-	CUFF.6245	-	-	ENSGALT00000009740	0-1066	ENSGALT00000009740:0-1066	-	4.20599	2.8494	4.60829	OK	2.491477361
CUFF.2809	-	-	CUFF.2809	-	-	ENSGALT00000010464	3057-3381	ENSGALT00000010464:3057-3381	-	4.20624	0.925913	3.35644	OK	2.491625452
CUFF.5924	-	-	CUFF.5924	-	-	ENSGALT00000009018	710-1490	ENSGALT00000009018:710-1490	-	4.21113	2.45189	4.71147	OK	2.494522112
CUFF.236	-	-	CUFF.236	-	-	ENSGALT00000045872	3-391	ENSGALT00000045872:3-391	-	4.21185	1.25643	3.47933	OK	2.494948614
CUFF.13296	-	-	CUFF.13296	-	-	ENSGALT00000018849	3936-4315	ENSGALT00000018849:3936-4315	-	4.21203	1.18732	3.6609	OK	2.49505524
CUFF.2357	-	-	CUFF.2357	-	-	ENSGALT00000019302	9-1314	ENSGALT00000019302:9-1314	-	4.21262	3.0172	4.68384	OK	2.495404735
CUFF.7303	-	-	CUFF.7303	-	-	ENSGALT00000039633	9-860	ENSGALT00000039633:9-860	-	4.2127	2.55578	4.97937	OK	2.495452124
CUFF.14571	-	-	CUFF.14571	-	-	ENSGALT00000027147	1131-1617	ENSGALT00000027147:1131-1617	-	4.21327	1.69751	4.24377	OK	2.495789771
CUFF.8292	-	-	CUFF.8292	-	-	ENSGALT00000012443	2-1102	ENSGALT00000012443:2-1102	-	4.21385	2.8636	4.70448	OK	2.496133343
CUFF.4745	-	-	CUFF.4745	-	-	ENSGALT00000037273	199-1281	ENSGALT00000037273:199-1281	-	4.21483	2.84192	4.71343	OK	2.496713859
CUFF.6321	-	-	CUFF.6321	-	-	ENSGALT00000020592	141-1257	ENSGALT00000020592:141-1257	-	4.22222	2.88975	4.77144	OK	2.50109143
CUFF.8552	-	-	CUFF.8552	-	-	ENSGALT00000040502	2381-3115	ENSGALT00000040502:2381-3115	-	4.223	2.40119	4.54694	OK	2.501553474
CUFF.1695	-	-	CUFF.1695	-	-	ENSGALT00000015156	616-1714	ENSGALT00000015156:616-1714	-	4.22334	2.86881	4.71305	OK	2.501754878
CUFF.11880	-	-	CUFF.11880	-	-	ENSGALT00000020187	0-1364	ENSGALT00000020187:0-1364	-	4.22471	3.07914	4.86614	OK	2.502566416
CUFF.476	-	-	CUFF.476	-	-	ENSGALT00000034466	5-650	ENSGALT00000034466:5-650	-	4.22496	2.20927	4.24413	OK	2.502714507
CUFF.7018	-	-	CUFF.7018	-	-	ENSGALT00000004554	900-5316	ENSGALT00000004554:900-5316	-	4.22614	3.71938	4.7214	OK	2.503413497
CUFF.10226	-	-	CUFF.10226	-	-	ENSGALT00000015359	85-712	ENSGALT00000015359:85-712	-	4.22747	2.15308	4.84443	OK	2.504201341
CUFF.8558	-	-	CUFF.8558	-	-	ENSGALT00000007982	2477-3157	ENSGALT00000007982:2477-3157	-	4.22948	2.261	4.46685	OK	2.505391993
CUFF.9067	-	-	CUFF.9067	-	-	ENSGALT00000012536	548-1423	ENSGALT00000012536:548-1423	-	4.22984	2.61425	4.62851	OK	2.505605244
CUFF.2935	-	-	CUFF.2935	-	-	ENSGALT00000009683	0-304	ENSGALT00000009683:0-304	-	4.23068	0.740121	2.83713	OK	2.50610283
CUFF.2259	-	-	CUFF.2259	-	-	ENSGALT00000044971	62-1247	ENSGALT00000044971:62-1247	-	4.2311	2.943	4.71512	OK	2.506351623
CUFF.5109	-	-	CUFF.5109	-	-	ENSGALT00000025623	0-405	ENSGALT00000025623:0-405	-	4.23147	1.38887	3.70365	OK	2.506570797
CUFF.7049	-	-	CUFF.7049	-	-	ENSGALT00000043789	3-1117	ENSGALT00000043789:3-1117	-	4.23156	2.89493	4.78001	OK	2.50662411
CUFF.6420	-	-	CUFF.6420	-	-	ENSGALT00000024539	1886-2805	ENSGALT00000024539:1886-2805	-	4.23179	2.69311	4.89656	OK	2.506760354
CUFF.12147	-	-	CUFF.12147	-	-	ENSGALT00000020897	32-1137	ENSGALT00000020897:32-1137	-	4.23221	2.88458	4.75107	OK	2.507009147
CUFF.7264	-	-	CUFF.7264	-	-	ENSGALT00000012246	0-786	ENSGALT00000012246:0-786	-	4.23237	2.48088	4.48467	OK	2.507103925
CUFF.10416	-	-	CUFF.10416	-	-	ENSGALT00000038387	365-716	ENSGALT00000038387:365-716	-	4.23414	1.06836	3.31192	OK	2.50815241
CUFF.12815	-	-	CUFF.12815	-	-	ENSGALT00000013512	33-1288	ENSGALT00000013512:33-1288	-	4.23476	3.01789	4.60153	OK	2.508519675
CUFF.1014	-	-	CUFF.1014	-	-	ENSGALT00000006575	32-2190	ENSGALT00000006575:32-2190	-	4.23525	3.40588	4.88293	OK	2.508809934
CUFF.15273	-	-	CUFF.15273	-	-	ENSGALT00000045305	19-1114	ENSGALT00000045305:19-1114	-	4.23766	2.87667	4.72596	OK	2.510237531
CUFF.6799	-	-	CUFF.6799	-	-	ENSGALT00000003442	0-1767	ENSGALT00000003442:0-1767	-	4.23911	3.26821	4.88109	OK	2.511096459
CUFF.8514	-	-	CUFF.8514	-	-	ENSGALT00000007651	19-1096	ENSGALT00000007651:19-1096	-	4.23914	2.85511	4.73531	OK	2.51111423
CUFF.11972	-	-	CUFF.11972	-	-	ENSGALT00000020644	31-816	ENSGALT00000020644:31-816	-	4.23974	2.48404	4.49038	OK	2.511469648
CUFF.10740	-	-	CUFF.10740	-	-	ENSGALT00000015544	0-1483	ENSGALT00000015544:0-1483	-	4.24219	3.16078	4.80438	OK	2.51292094
CUFF.8153	-	-	CUFF.8153	-	-	ENSGALT00000004583	105-748	ENSGALT00000004583:105-748	-	4.24447	2.21614	4.25733	OK	2.51427153
CUFF.5716	-	-	CUFF.5716	-	-	ENSGALT00000002177	0-855	ENSGALT00000002177:0-855	-	4.24472	2.58768	4.6052	OK	2.514419621
CUFF.14079	-	-	CUFF.14079	-	-	ENSGALT00000023923	208-1381	ENSGALT00000023923:208-1381	-	4.24489	2.94114	4.69942	OK	2.514520323
CUFF.9772	-	-	CUFF.9772	-	-	ENSGALT00000010124	5179-8065	ENSGALT00000010124:5179-8065	-	4.24616	3.57324	4.76865	OK	2.515272626
CUFF.8642	-	-	CUFF.8642	-	-	ENSGALT00000005583	32-966	ENSGALT00000005583:32-966	-	4.24771	2.73016	4.81792	OK	2.51619079
CUFF.7641	-	-	CUFF.7641	-	-	ENSGALT00000002280	20-795	ENSGALT00000002280:20-795	-	4.24841	2.46771	4.74187	OK	2.516605445
CUFF.3567	-	-	CUFF.3567	-	-	ENSGALT00000016039	3-725	ENSGALT00000016039:3-725	-	4.24874	2.38916	4.4667	OK	2.516800925
CUFF.1694	-	-	CUFF.1694	-	-	ENSGALT00000015156	1835-2301	ENSGALT00000015156:1835-2301	-	4.24948	1.68989	4.02355	OK	2.517239274
CUFF.5911	-	-	CUFF.5911	-	-	ENSGALT00000009214	0-1313	ENSGALT00000009214:0-1313	-	4.25006	3.05594	4.76955	OK	2.517582846
CUFF.1120	-	-	CUFF.1120	-	-	ENSGALT00000001159	676-1821	ENSGALT00000001159:676-1821	-	4.25169	2.94756	4.84709	OK	2.518548399
CUFF.7570	-	-	CUFF.7570	-	-	ENSGALT00000022685	1387-1719	ENSGALT00000022685:1387-1719	-	4.25273	0.903602	3.27556	OK	2.519164458
CUFF.6969	-	-	CUFF.6969	-	-	ENSGALT00000040523	43-447	ENSGALT00000040523:43-447	-	4.2532	1.39231	3.71282	OK	2.519442869
CUFF.6288	-	-	CUFF.6288	-	-	ENSGALT00000001006	231-1763	ENSGALT00000001006:231-1763	-	4.25515	3.18207	4.82206	OK	2.520597979
CUFF.6377	-	-	CUFF.6377	-	-	ENSGALT00000006484	937-1896	ENSGALT00000006484:937-1896	-	4.25613	2.73719	4.69232	OK	2.521178495
CUFF.10750	-	-	CUFF.10750	-	-	ENSGALT00000039556	2203-7629	ENSGALT00000039556:2203-7629	-	4.25615	3.81491	4.67189	OK	2.521190343
CUFF.14434	-	-	CUFF.14434	-	-	ENSGALT00000026675	2326-2712	ENSGALT00000026675:2326-2712	-	4.25928	1.26294	3.49736	OK	2.523044442
CUFF.2050	-	-	CUFF.2050	-	-	ENSGALT00000017107	627-1559	ENSGALT00000017107:627-1559	-	4.25948	2.73601	4.82826	OK	2.523162915
CUFF.11424	-	-	CUFF.11424	-	-	ENSGALT00000005483	0-1416	ENSGALT00000005483:0-1416	-	4.26021	3.12496	4.68744	OK	2.523595341
CUFF.9260	-	-	CUFF.9260	-	-	ENSGALT00000029406	395-772	ENSGALT00000029406:395-772	-	4.2618	1.19362	3.68032	OK	2.5245372
CUFF.14707	-	-	CUFF.14707	-	-	ENSGALT00000036494	5304-5654	ENSGALT00000036494:5304-5654	-	4.26333	1.07141	3.32138	OK	2.525443517
CUFF.2077	-	-	CUFF.2077	-	-	ENSGALT00000037643	1750-2945	ENSGALT00000037643:1750-2945	-	4.26429	2.98113	4.70705	OK	2.526012186
CUFF.7898	-	-	CUFF.7898	-	-	ENSGALT00000023109	10-369	ENSGALT00000023109:10-369	-	4.26433	1.14901	3.55148	OK	2.526035881
CUFF.13803	-	-	CUFF.13803	-	-	ENSGALT00000021093	1242-2454	ENSGALT00000021093:1242-2454	-	4.26679	3.0012	4.76479	OK	2.527493096
CUFF.11877	-	-	CUFF.11877	-	-	ENSGALT00000024023	14-1155	ENSGALT00000024023:14-1155	-	4.26996	2.95789	4.86409	OK	2.529370891
CUFF.6127	-	-	CUFF.6127	-	-	ENSGALT00000024394	1936-2239	ENSGALT00000024394:1936-2239	-	4.27003	0.742564	2.8465	OK	2.529412356
CUFF.391	-	-	CUFF.391	-	-	ENSGALT00000005813	30-521	ENSGALT00000005813:30-521	-	4.27177	1.75659	4.12418	OK	2.53044307
CUFF.3592	-	-	CUFF.3592	-	-	ENSGALT00000038571	0-293	ENSGALT00000038571:0-293	-	4.27339	0.639923	3.07163	OK	2.531402699
CUFF.8673	-	-	CUFF.8673	-	-	ENSGALT00000040607	416-709	ENSGALT00000040607:416-709	-	4.27339	0.639923	3.07163	OK	2.531402699
CUFF.13753	-	-	CUFF.13753	-	-	ENSGALT00000026026	75-368	ENSGALT00000026026:75-368	-	4.27339	0.639923	3.07163	OK	2.531402699
CUFF.4107	-	-	CUFF.4107	-	-	ENSGALT00000019584	719-1315	ENSGALT00000019584:719-1315	-	4.27555	2.07631	4.4043	OK	2.532682206
CUFF.5171	-	-	CUFF.5171	-	-	ENSGALT00000013230	1-518	ENSGALT00000013230:1-518	-	4.27644	1.81332	4.13437	OK	2.53320941
CUFF.12902	-	-	CUFF.12902	-	-	ENSGALT00000011599	6165-6717	ENSGALT00000011599:6165-6717	-	4.27738	1.97008	4.6195	OK	2.533766232
CUFF.12414	-	-	CUFF.12414	-	-	ENSGALT00000013437	311-2528	ENSGALT00000013437:311-2528	-	4.27891	3.45056	4.93904	OK	2.534672549
CUFF.11334	-	-	CUFF.11334	-	-	ENSGALT00000017972	0-473	ENSGALT00000017972:0-473	-	4.27897	1.66488	3.964	OK	2.534708091
CUFF.2660	-	-	CUFF.2660	-	-	ENSGALT00000044083	1-395	ENSGALT00000044083:1-395	-	4.27932	1.33247	3.6167	OK	2.534915418
CUFF.6326	-	-	CUFF.6326	-	-	ENSGALT00000040509	0-911	ENSGALT00000040509:0-911	-	4.28009	2.71676	4.93956	OK	2.535371539
CUFF.11633	-	-	CUFF.11633	-	-	ENSGALT00000037542	0-1165	ENSGALT00000037542:0-1165	-	4.28045	2.96133	4.73169	OK	2.53558479
CUFF.5749	-	-	CUFF.5749	-	-	ENSGALT00000008368	3774-4457	ENSGALT00000008368:3774-4457	-	4.28194	2.30597	4.61194	OK	2.536467412
CUFF.5007	-	-	CUFF.5007	-	-	ENSGALT00000025399	592-1021	ENSGALT00000025399:592-1021	-	4.28245	1.48599	4.02092	OK	2.536769518
CUFF.14510	-	-	CUFF.14510	-	-	ENSGALT00000027007	0-3196	ENSGALT00000027007:0-3196	-	4.28256	3.64904	4.74023	OK	2.536834678
CUFF.12469	-	-	CUFF.12469	-	-	ENSGALT00000015890	7-663	ENSGALT00000015890:7-663	-	4.28892	2.28655	4.45878	OK	2.540602113
CUFF.11321	-	-	CUFF.11321	-	-	ENSGALT00000017944	0-516	ENSGALT00000017944:0-516	-	4.29042	1.81684	4.14238	OK	2.541490659
CUFF.7740	-	-	CUFF.7740	-	-	ENSGALT00000039313	0-3129	ENSGALT00000039313:0-3129	-	4.29093	3.64329	4.73388	OK	2.541792765
CUFF.3092	-	-	CUFF.3092	-	-	ENSGALT00000039392	99-536	ENSGALT00000039392:99-536	-	4.2968	1.5446	3.77569	OK	2.545269942
CUFF.4331	-	-	CUFF.4331	-	-	ENSGALT00000022307	1534-2163	ENSGALT00000022307:1534-2163	-	4.29681	2.20585	4.17323	OK	2.545275866
CUFF.4519	-	-	CUFF.4519	-	-	ENSGALT00000023095	4713-5307	ENSGALT00000023095:4713-5307	-	4.29782	2.0833	4.41913	OK	2.545874154
CUFF.10797	-	-	CUFF.10797	-	-	ENSGALT00000043903	0-594	ENSGALT00000043903:0-594	-	4.29782	2.0833	4.41913	OK	2.545874154
CUFF.8678	-	-	CUFF.8678	-	-	ENSGALT00000009180	13-2682	ENSGALT00000009180:13-2682	-	4.30063	3.58275	4.81915	OK	2.547538697
CUFF.13001	-	-	CUFF.13001	-	-	ENSGALT00000014649	1412-2572	ENSGALT00000014649:1412-2572	-	4.30298	2.9741	4.75209	OK	2.548930752
CUFF.6732	-	-	CUFF.6732	-	-	ENSGALT00000002907	1-1030	ENSGALT00000002907:1-1030	-	4.30444	2.87897	4.73754	OK	2.549795604
CUFF.11032	-	-	CUFF.11032	-	-	ENSGALT00000006776	93-817	ENSGALT00000006776:93-817	-	4.30517	2.43436	4.60974	OK	2.55022803
CUFF.2372	-	-	CUFF.2372	-	-	ENSGALT00000019427	0-1551	ENSGALT00000019427:0-1551	-	4.30672	3.2398	4.76299	OK	2.551146194
CUFF.15053	-	-	CUFF.15053	-	-	ENSGALT00000027968	88-1308	ENSGALT00000027968:88-1308	-	4.30726	3.04299	4.79502	OK	2.55146607
CUFF.8320	-	-	CUFF.8320	-	-	ENSGALT00000010738	47-431	ENSGALT00000010738:47-431	-	4.30775	1.26951	3.51558	OK	2.551756329
CUFF.4748	-	-	CUFF.4748	-	-	ENSGALT00000013001	664-1170	ENSGALT00000013001:664-1170	-	4.30869	1.85274	4.29836	OK	2.552313151
CUFF.4090	-	-	CUFF.4090	-	-	ENSGALT00000035122	3-1179	ENSGALT00000035122:3-1179	-	4.30935	2.99741	4.84687	OK	2.552704111
CUFF.5513	-	-	CUFF.5513	-	-	ENSGALT00000007571	2301-3477	ENSGALT00000007571:2301-3477	-	4.30935	2.99741	4.84687	OK	2.552704111
CUFF.5948	-	-	CUFF.5948	-	-	ENSGALT00000024250	739-1041	ENSGALT00000024250:739-1041	-	4.31001	0.745023	2.85592	OK	2.553095072
CUFF.7499	-	-	CUFF.7499	-	-	ENSGALT00000007793	8-310	ENSGALT00000007793:8-310	-	4.31001	0.745023	2.85592	OK	2.553095072
CUFF.4669	-	-	CUFF.4669	-	-	ENSGALT00000023302	2559-3117	ENSGALT00000023302:2559-3117	-	4.3114	2.0161	4.36822	OK	2.553918458
CUFF.11581	-	-	CUFF.11581	-	-	ENSGALT00000031799	23-694	ENSGALT00000031799:23-694	-	4.31206	2.29132	4.52676	OK	2.554309418
CUFF.12392	-	-	CUFF.12392	-	-	ENSGALT00000026373	0-375	ENSGALT00000026373:0-375	-	4.31272	1.19998	3.69995	OK	2.554700378
CUFF.3361	-	-	CUFF.3361	-	-	ENSGALT00000013217	2294-2586	ENSGALT00000013217:2294-2586	-	4.31623	0.642114	3.08215	OK	2.556779576
CUFF.6365	-	-	CUFF.6365	-	-	ENSGALT00000010550	891-1183	ENSGALT00000010550:891-1183	-	4.31623	0.642114	3.08215	OK	2.556779576
CUFF.6007	-	-	CUFF.6007	-	-	ENSGALT00000045721	1294-1895	ENSGALT00000045721:1294-1895	-	4.31679	2.12143	4.36766	OK	2.5571113
CUFF.11794	-	-	CUFF.11794	-	-	ENSGALT00000033905	2624-3225	ENSGALT00000033905:2624-3225	-	4.31679	2.12143	4.36766	OK	2.5571113
CUFF.6001	-	-	CUFF.6001	-	-	ENSGALT00000024292	5362-5824	ENSGALT00000024292:5362-5824	-	4.31696	1.70452	4.05839	OK	2.557212002
CUFF.10328	-	-	CUFF.10328	-	-	ENSGALT00000016624	59-1459	ENSGALT00000016624:59-1459	-	4.31749	3.16067	4.74101	OK	2.557525955
CUFF.3131	-	-	CUFF.3131	-	-	ENSGALT00000039731	0-330	ENSGALT00000039731:0-330	-	4.31908	0.909078	3.29541	OK	2.558467814
CUFF.12779	-	-	CUFF.12779	-	-	ENSGALT00000026715	4334-5282	ENSGALT00000026715:4334-5282	-	4.31957	2.76895	4.74677	OK	2.558758072
CUFF.907	-	-	CUFF.907	-	-	ENSGALT00000040896	88-949	ENSGALT00000040896:88-949	-	4.32082	2.65676	4.70377	OK	2.559498527
CUFF.14692	-	-	CUFF.14692	-	-	ENSGALT00000027377	2922-3261	ENSGALT00000027377:2922-3261	-	4.32265	0.995561	3.31854	OK	2.560582553
CUFF.13679	-	-	CUFF.13679	-	-	ENSGALT00000020759	0-1494	ENSGALT00000020759:0-1494	-	4.32267	3.21281	4.84431	OK	2.560594401
CUFF.13941	-	-	CUFF.13941	-	-	ENSGALT00000045353	574-1157	ENSGALT00000045353:574-1157	-	4.32404	2.05829	5.01708	OK	2.56140594
CUFF.5279	-	-	CUFF.5279	-	-	ENSGALT00000005219	1436-1932	ENSGALT00000005219:1436-1932	-	4.32823	1.81449	4.15821	OK	2.563887945
CUFF.1983	-	-	CUFF.1983	-	-	ENSGALT00000016763	2691-3161	ENSGALT00000016763:2691-3161	-	4.32836	1.67551	3.98931	OK	2.563964952
CUFF.609	-	-	CUFF.609	-	-	ENSGALT00000044244	113-1146	ENSGALT00000044244:113-1146	-	4.32909	2.90412	4.7918	OK	2.564397378
CUFF.6893	-	-	CUFF.6893	-	-	ENSGALT00000025213	2174-3033	ENSGALT00000025213:2174-3033	-	4.33413	2.66294	4.71472	OK	2.567382893
CUFF.7448	-	-	CUFF.7448	-	-	ENSGALT00000019729	1-860	ENSGALT00000019729:1-860	-	4.33413	2.66294	4.71472	OK	2.567382893
CUFF.5020	-	-	CUFF.5020	-	-	ENSGALT00000002971	48-1149	ENSGALT00000002971:48-1149	-	4.3354	2.96317	4.93862	OK	2.568135195
CUFF.9801	-	-	CUFF.9801	-	-	ENSGALT00000014055	1064-4049	ENSGALT00000014055:1064-4049	-	4.33792	3.66829	4.74868	OK	2.569627953
CUFF.13659	-	-	CUFF.13659	-	-	ENSGALT00000026444	278-1041	ENSGALT00000026444:278-1041	-	4.34061	2.50652	4.81645	OK	2.571221412
CUFF.13967	-	-	CUFF.13967	-	-	ENSGALT00000027951	324-966	ENSGALT00000027951:324-966	-	4.34112	2.27801	4.38078	OK	2.571523518
CUFF.275	-	-	CUFF.275	-	-	ENSGALT00000004579	43-1065	ENSGALT00000004579:43-1065	-	4.34156	2.89869	4.76999	OK	2.571784158
CUFF.5411	-	-	CUFF.5411	-	-	ENSGALT00000033418	1132-2154	ENSGALT00000033418:1132-2154	-	4.34156	2.89869	4.76999	OK	2.571784158
CUFF.2792	-	-	CUFF.2792	-	-	ENSGALT00000010214	0-1773	ENSGALT00000010214:0-1773	-	4.3428	3.3629	5.01262	OK	2.57251869
CUFF.9188	-	-	CUFF.9188	-	-	ENSGALT00000042891	986-1904	ENSGALT00000042891:986-1904	-	4.34371	2.77774	4.90189	OK	2.573057741
CUFF.8827	-	-	CUFF.8827	-	-	ENSGALT00000009430	1-1522	ENSGALT00000009430:1-1522	-	4.34807	3.25439	4.95555	OK	2.575640448
CUFF.5634	-	-	CUFF.5634	-	-	ENSGALT00000003005	294-1746	ENSGALT00000003005:294-1746	-	4.34808	3.22826	4.90696	OK	2.575646372
CUFF.7539	-	-	CUFF.7539	-	-	ENSGALT00000045621	18-435	ENSGALT00000045621:18-435	-	4.34924	1.43883	4.22656	OK	2.576333514
CUFF.15161	-	-	CUFF.15161	-	-	ENSGALT00000015525	174-530	ENSGALT00000015525:174-530	-	4.3495	1.15869	3.58141	OK	2.576487529
CUFF.4968	-	-	CUFF.4968	-	-	ENSGALT00000025327	2145-2446	ENSGALT00000025327:2145-2446	-	4.35064	0.747498	2.86541	OK	2.577162824
CUFF.5825	-	-	CUFF.5825	-	-	ENSGALT00000008651	0-1856	ENSGALT00000008651:0-1856	-	4.35164	3.39435	4.92989	OK	2.577755188
CUFF.3187	-	-	CUFF.3187	-	-	ENSGALT00000011407	556-1731	ENSGALT00000011407:556-1731	-	4.35268	3.03187	4.78717	OK	2.578371247
CUFF.2010	-	-	CUFF.2010	-	-	ENSGALT00000016923	21-1127	ENSGALT00000016923:21-1127	-	4.35306	2.98368	4.84849	OK	2.578596345
CUFF.10724	-	-	CUFF.10724	-	-	ENSGALT00000043525	295-1556	ENSGALT00000043525:295-1556	-	4.35331	3.09274	4.7878	OK	2.578744436
CUFF.7714	-	-	CUFF.7714	-	-	ENSGALT00000005224	13-1730	ENSGALT00000005224:13-1730	-	4.35488	3.34154	5.00139	OK	2.579674448
CUFF.1557	-	-	CUFF.1557	-	-	ENSGALT00000045835	2794-3684	ENSGALT00000045835:2794-3684	-	4.35714	2.73873	4.88757	OK	2.58101319
CUFF.6990	-	-	CUFF.6990	-	-	ENSGALT00000025105	858-1309	ENSGALT00000025105:858-1309	-	4.35842	1.66295	4.40681	OK	2.581771416
CUFF.6230	-	-	CUFF.6230	-	-	ENSGALT00000020555	1179-1470	ENSGALT00000020555:1179-1470	-	4.3598	0.644321	3.09274	OK	2.582588879
CUFF.11164	-	-	CUFF.11164	-	-	ENSGALT00000017249	581-872	ENSGALT00000017249:581-872	-	4.3598	0.644321	3.09274	OK	2.582588879
CUFF.4322	-	-	CUFF.4322	-	-	ENSGALT00000009312	1611-4418	ENSGALT00000009312:1611-4418	-	4.36089	3.66044	4.87613	OK	2.583234556
CUFF.14449	-	-	CUFF.14449	-	-	ENSGALT00000026721	12-927	ENSGALT00000026721:12-927	-	4.3622	2.78685	4.91796	OK	2.584010553
CUFF.7662	-	-	CUFF.7662	-	-	ENSGALT00000003148	3-789	ENSGALT00000003148:3-789	-	4.3626	2.5763	4.77093	OK	2.584247498
CUFF.4011	-	-	CUFF.4011	-	-	ENSGALT00000019202	812-1589	ENSGALT00000019202:812-1589	-	4.36571	2.55788	4.6814	OK	2.58608975
CUFF.10783	-	-	CUFF.10783	-	-	ENSGALT00000017391	1809-2646	ENSGALT00000017391:1809-2646	-	4.3666	2.64333	4.70424	OK	2.586616954
CUFF.9304	-	-	CUFF.9304	-	-	ENSGALT00000044069	Apr-97	ENSGALT00000044069:4-2497	-	4.36936	3.61006	5.00896	OK	2.588251879
CUFF.15234	-	-	CUFF.15234	-	-	ENSGALT00000024742	67-792	ENSGALT00000024742:67-792	-	4.36964	2.48272	4.81028	OK	2.588417741
CUFF.8957	-	-	CUFF.8957	-	-	ENSGALT00000038225	594-1413	ENSGALT00000038225:594-1413	-	4.37251	2.65564	4.94499	OK	2.590117826
CUFF.7528	-	-	CUFF.7528	-	-	ENSGALT00000020306	77-1135	ENSGALT00000020306:77-1135	-	4.37835	2.94183	4.89124	OK	2.593577232
CUFF.13330	-	-	CUFF.13330	-	-	ENSGALT00000019063	495-1253	ENSGALT00000019063:495-1253	-	4.38022	2.52305	4.84822	OK	2.594684953
CUFF.12309	-	-	CUFF.12309	-	-	ENSGALT00000026264	13464-13948	ENSGALT00000026264:13464-13948	-	4.38094	1.782	4.18383	OK	2.595111455
CUFF.6779	-	-	CUFF.6779	-	-	ENSGALT00000023658	1445-1791	ENSGALT00000023658:1445-1791	-	4.38392	1.0838	3.35978	OK	2.5968767
CUFF.3026	-	-	CUFF.3026	-	-	ENSGALT00000010487	1-1896	ENSGALT00000010487:1-1896	-	4.38445	3.44322	5.02632	OK	2.597190653
CUFF.14754	-	-	CUFF.14754	-	-	ENSGALT00000027488	201-2446	ENSGALT00000027488:201-2446	-	4.38588	3.55786	5.1447	OK	2.598037734
CUFF.8666	-	-	CUFF.8666	-	-	ENSGALT00000040333	0-458	ENSGALT00000040333:0-458	-	4.38661	1.71941	4.09383	OK	2.59847016
CUFF.13026	-	-	CUFF.13026	-	-	ENSGALT00000015300	779-2254	ENSGALT00000015300:779-2254	-	4.3876	3.25419	4.90671	OK	2.5990566
CUFF.10379	-	-	CUFF.10379	-	-	ENSGALT00000000546	817-2668	ENSGALT00000000546:817-2668	-	4.38775	3.42378	4.98372	OK	2.599145455
CUFF.11506	-	-	CUFF.11506	-	-	ENSGALT00000010317	42-1175	ENSGALT00000010317:42-1175	-	4.38823	3.01187	4.83224	OK	2.599429789
CUFF.11599	-	-	CUFF.11599	-	-	ENSGALT00000021996	19468-19960	ENSGALT00000021996:19468-19960	-	4.38964	1.82924	4.19202	OK	2.600265023
CUFF.8254	-	-	CUFF.8254	-	-	ENSGALT00000041261	1014-2121	ENSGALT00000041261:1014-2121	-	4.39001	3.01486	4.91186	OK	2.600484197
CUFF.14894	-	-	CUFF.14894	-	-	ENSGALT00000027732	4-564	ENSGALT00000027732:4-564	-	4.39393	2.07586	4.48655	OK	2.602806265
CUFF.12994	-	-	CUFF.12994	-	-	ENSGALT00000043221	1-595	ENSGALT00000043221:1-595	-	4.3955	2.14643	4.41913	OK	2.603736276
CUFF.7068	-	-	CUFF.7068	-	-	ENSGALT00000005760	1-1081	ENSGALT00000005760:1-1081	-	4.39695	2.98607	4.93049	OK	2.604595204
CUFF.3903	-	-	CUFF.3903	-	-	ENSGALT00000002165	1904-2873	ENSGALT00000002165:1904-2873	-	4.39769	2.86374	4.7213	OK	2.605033553
CUFF.15172	-	-	CUFF.15172	-	-	ENSGALT00000043995	0-1003	ENSGALT00000043995:0-1003	-	4.3983	2.91621	4.78558	OK	2.605394895
CUFF.628	-	-	CUFF.628	-	-	ENSGALT00000005519	101-1496	ENSGALT00000005519:101-1496	-	4.39901	3.22576	4.86552	OK	2.605815474
CUFF.13247	-	-	CUFF.13247	-	-	ENSGALT00000024965	1-1165	ENSGALT00000024965:1-1165	-	4.40287	3.06052	4.83241	OK	2.608101999
CUFF.4820	-	-	CUFF.4820	-	-	ENSGALT00000025059	2-706	ENSGALT00000025059:2-706	-	4.40358	2.45025	4.5809	OK	2.608522578
CUFF.1207	-	-	CUFF.1207	-	-	ENSGALT00000001251	427-1429	ENSGALT00000001251:427-1429	-	4.40385	2.91912	4.79035	OK	2.608682516
CUFF.8121	-	-	CUFF.8121	-	-	ENSGALT00000044873	8-298	ENSGALT00000044873:8-298	-	4.40412	0.646543	3.10341	OK	2.608842454
CUFF.12316	-	-	CUFF.12316	-	-	ENSGALT00000021321	730-1272	ENSGALT00000021321:730-1272	-	4.40626	2.00643	4.70473	OK	2.610110114
CUFF.7051	-	-	CUFF.7051	-	-	ENSGALT00000025246	733-1309	ENSGALT00000025246:733-1309	-	4.40676	2.0833	5.07805	OK	2.610406296
CUFF.4099	-	-	CUFF.4099	-	-	ENSGALT00000019558	2134-3161	ENSGALT00000019558:2134-3161	-	4.40679	2.9576	4.78328	OK	2.610424066
