tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	Length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM	
CUFF.1489	-	-	CUFF.1489	-	-	ENSMUST00000064941	1042-1591	-	144.762	59.2606	164.106	OK	21.98701096	
CUFF.3659	-	-	CUFF.3659	-	-	ENSMUST00000032992	15-633	-	144.814	64.7928	190.329	OK	21.99490892	
CUFF.1979	-	-	CUFF.1979	-	-	ENSMUST00000100507	31-718	-	144.852	72.8565	193.07	OK	22.00068051	
CUFF.3203	-	-	CUFF.3203	-	-	ENSMUST00000103221	7067-7650	-	144.981	64.3899	171.706	OK	22.02027353	
CUFF.1612	-	-	CUFF.1612	-	-	ENSMUST00000176824	778-1171	-	144.987	38.208	146.464	OK	22.02118483	
CUFF.2698	-	-	CUFF.2698	-	-	ENSMUST00000184973	181-833	-	144.996	69.0908	168.889	OK	22.02255179	
CUFF.1985	-	-	CUFF.1985	-	-	ENSMUST00000019615	4-1139	-	145.039	92.608	185.216	OK	22.02908279	
CUFF.910	-	-	CUFF.910	-	-	ENSMUST00000057934	730-1192	-	145.075	48.7524	162.508	OK	22.03455061	
CUFF.2292	-	-	CUFF.2292	-	-	ENSMUST00000043211	14-769	-	145.143	76.2388	178.995	OK	22.04487871	
CUFF.2679	-	-	CUFF.2679	-	-	ENSMUST00000053699	434-844	-	145.224	36.6237	164.807	OK	22.0571813	
CUFF.2718	-	-	CUFF.2718	-	-	ENSMUST00000105716	1736-2146	-	145.224	36.6237	164.807	OK	22.0571813	
CUFF.1015	-	-	CUFF.1015	-	-	ENSMUST00000057288	96-954	-	145.244	81.6706	183.759	OK	22.06021898	
CUFF.326	-	-	CUFF.326	-	-	ENSMUST00000004379	0-565	-	145.277	62.0119	168.318	OK	22.06523115	
CUFF.1305	-	-	CUFF.1305	-	-	ENSMUST00000020284	11-576	-	145.277	62.0119	168.318	OK	22.06523115	
CUFF.3434	-	-	CUFF.3434	-	-	ENSMUST00000079644	269-920	-	145.32	69.1969	169.148	OK	22.07176216	
CUFF.3139	-	-	CUFF.3139	-	-	ENSMUST00000000896	54-636	-	145.364	64.5006	172.001	OK	22.07844504	
CUFF.445	-	-	CUFF.445	-	-	ENSMUST00000025476	8-521	-	145.427	53.6624	170.744	OK	22.08801373	
CUFF.1654	-	-	CUFF.1654	-	-	ENSMUST00000159697	69-444	-	145.467	33.3683	160.168	OK	22.09408908	
CUFF.1661	-	-	CUFF.1661	-	-	ENSMUST00000038228	624-999	-	145.467	33.3683	160.168	OK	22.09408908	
CUFF.3222	-	-	CUFF.3222	-	-	ENSMUST00000118788	0-375	-	145.467	33.3683	160.168	OK	22.09408908	
CUFF.1008	-	-	CUFF.1008	-	-	ENSMUST00000043604	19-893	-	145.51	83.0389	194.712	OK	22.10062009	
CUFF.34	-	-	CUFF.34	-	-	ENSMUST00000190686	5880-6324	-	145.527	45.0923	163.46	OK	22.10320211	
CUFF.2304	-	-	CUFF.2304	-	-	ENSMUST00000084512	206-1097	-	145.552	84.2634	182.571	OK	22.10699921	
CUFF.1905	-	-	CUFF.1905	-	-	ENSMUST00000032309	593-985	-	145.75	38.3054	146.837	OK	22.13707221	
CUFF.2105	-	-	CUFF.2105	-	-	ENSMUST00000149566	107-602	-	145.821	55.6138	171.897	OK	22.14785597	
CUFF.3309	-	-	CUFF.3309	-	-	ENSMUST00000183375	5-517	-	145.898	53.7673	171.078	OK	22.15955102	
CUFF.3680	-	-	CUFF.3680	-	-	ENSMUST00000103186	321-730	-	145.928	36.7133	165.21	OK	22.16410754	
CUFF.1030	-	-	CUFF.1030	-	-	ENSMUST00000020289	1889-2315	-	146.047	46.9976	170.366	OK	22.18218172	
CUFF.946	-	-	CUFF.946	-	-	ENSMUST00000187584	2890-3470	-	146.135	64.723	172.595	OK	22.1955475	
CUFF.1160	-	-	CUFF.1160	-	-	ENSMUST00000030134	18-1009	-	146.137	88.3872	189.401	OK	22.19585127	
CUFF.1839	-	-	CUFF.1839	-	-	ENSMUST00000025890	1201-1798	-	146.182	62.8799	176.064	OK	22.20268604	
CUFF.1189	-	-	CUFF.1189	-	-	ENSMUST00000165665	1940-2400	-	146.205	48.9643	163.214	OK	22.20617937	
CUFF.2655	-	-	CUFF.2655	-	-	ENSMUST00000103018	2779-3256	-	146.268	52.4659	162.644	OK	22.21574805	
CUFF.1877	-	-	CUFF.1877	-	-	ENSMUST00000035648	18-392	-	146.306	33.4575	160.596	OK	22.22151964	
CUFF.1260	-	-	CUFF.1260	-	-	ENSMUST00000144177	893-1387	-	146.323	55.7264	172.245	OK	22.22410166	
CUFF.2675	-	-	CUFF.2675	-	-	ENSMUST00000026270	650-1195	-	146.456	59.6956	165.311	OK	22.24430222	
CUFF.1037	-	-	CUFF.1037	-	-	ENSMUST00000070597	713-1292	-	146.524	64.8348	172.893	OK	22.25463032	
CUFF.3925	-	-	CUFF.3925	-	-	ENSMUST00000036111	68-903	-	146.57	80.9231	185.823	OK	22.26161698	
CUFF.1243	-	-	CUFF.1243	-	-	ENSMUST00000039803	605-1013	-	146.638	36.8033	165.615	OK	22.27194508	
CUFF.1108	-	-	CUFF.1108	-	-	ENSMUST00000019608	0-1210	-	146.664	97.2093	184.077	OK	22.27589406	
CUFF.1983	-	-	CUFF.1983	-	-	ENSMUST00000033541	1-426	-	146.705	47.1082	170.767	OK	22.2821213	
CUFF.166	-	-	CUFF.166	-	-	ENSMUST00000031032	487-946	-	146.777	49.071	163.57	OK	22.29305694	
CUFF.1944	-	-	CUFF.1944	-	-	ENSMUST00000001507	8-484	-	146.804	52.5761	162.986	OK	22.2971578	
CUFF.1871	-	-	CUFF.1871	-	-	ENSMUST00000122902	162-1081	-	146.851	87.1424	198.794	OK	22.30429634	
CUFF.1929	-	-	CUFF.1929	-	-	ENSMUST00000043150	0-578	-	146.915	64.9469	173.192	OK	22.31401691	
CUFF.2637	-	-	CUFF.2637	-	-	ENSMUST00000121322	2323-2696	-	147.155	33.5472	161.027	OK	22.35046903	
CUFF.2748	-	-	CUFF.2748	-	-	ENSMUST00000022563	369-742	-	147.155	33.5472	161.027	OK	22.35046903	
CUFF.2504	-	-	CUFF.2504	-	-	ENSMUST00000128075	4-394	-	147.298	38.5019	147.59	OK	22.37218843	
CUFF.3611	-	-	CUFF.3611	-	-	ENSMUST00000030187	6480-6870	-	147.298	38.5019	147.59	OK	22.37218843	
CUFF.3802	-	-	CUFF.3802	-	-	ENSMUST00000020317	3-563	-	147.313	62.5655	169.821	OK	22.37446668	
CUFF.3043	-	-	CUFF.3043	-	-	ENSMUST00000171845	96-588	-	147.336	55.9529	172.945	OK	22.37796001	
CUFF.3509	-	-	CUFF.3509	-	-	ENSMUST00000041231	4116-4557	-	147.363	45.399	164.571	OK	22.38206088	
CUFF.299	-	-	CUFF.299	-	-	ENSMUST00000036884	2-731	-	147.561	75.5249	188.812	OK	22.41213388	
CUFF.3723	-	-	CUFF.3723	-	-	ENSMUST00000036991	8-584	-	147.704	65.1724	173.793	OK	22.43385327	
CUFF.3191	-	-	CUFF.3191	-	-	ENSMUST00000033683	260-785	-	147.781	57.2028	176.375	OK	22.44554833	
CUFF.3660	-	-	CUFF.3660	-	-	ENSMUST00000032992	1151-1642	-	147.848	56.0669	173.298	OK	22.45572455	
CUFF.2690	-	-	CUFF.2690	-	-	ENSMUST00000145614	44-501	-	147.934	49.2858	164.286	OK	22.46878656	
CUFF.1315	-	-	CUFF.1315	-	-	ENSMUST00000028278	233-893	-	147.936	72.0452	178.217	OK	22.46909033	
CUFF.2982	-	-	CUFF.2982	-	-	ENSMUST00000179865	0-1776	-	147.985	109.912	180.369	OK	22.47653264	
CUFF.997	-	-	CUFF.997	-	-	ENSMUST00000034378	895-1521	-	147.994	67.9626	183.899	OK	22.47789959	
CUFF.2552	-	-	CUFF.2552	-	-	ENSMUST00000144600	37-409	-	148.013	33.6374	161.459	OK	22.48078538	
CUFF.1466	-	-	CUFF.1466	-	-	ENSMUST00000066652	1052-1475	-	148.039	47.3309	171.575	OK	22.48473436	
CUFF.3861	-	-	CUFF.3861	-	-	ENSMUST00000111115	22-428	-	148.079	36.9846	166.43	OK	22.49080972	
CUFF.1554	-	-	CUFF.1554	-	-	ENSMUST00000148750	2110-2499	-	148.085	38.6008	147.97	OK	22.49172102	
CUFF.1837	-	-	CUFF.1837	-	-	ENSMUST00000025890	2-610	-	148.392	65.8585	193.459	OK	22.53834937	
CUFF.2000	-	-	CUFF.2000	-	-	ENSMUST00000094361	192-1154	-	148.424	88.4502	182.103	OK	22.54320965	
CUFF.1543	-	-	CUFF.1543	-	-	ENSMUST00000112460	8-1121	-	148.547	94.4385	188.877	OK	22.56189136	
CUFF.2711	-	-	CUFF.2711	-	-	ENSMUST00000102858	1885-2543	-	148.586	72.2641	178.759	OK	22.56781483	
CUFF.1666	-	-	CUFF.1666	-	-	ENSMUST00000167962	140-579	-	148.613	45.6059	165.321	OK	22.5719157	
CUFF.2891	-	-	CUFF.2891	-	-	ENSMUST00000002908	1902-3064	-	148.786	96.9174	178.759	OK	22.5981916	
CUFF.154	-	-	CUFF.154	-	-	ENSMUST00000030434	3-1316	-	148.837	101.02	184.885	OK	22.60593768	
CUFF.3223	-	-	CUFF.3223	-	-	ENSMUST00000118788	515-903	-	148.879	38.7003	148.351	OK	22.6123168	
CUFF.3853	-	-	CUFF.3853	-	-	ENSMUST00000024706	693-1081	-	148.879	38.7003	148.351	OK	22.6123168	
CUFF.652	-	-	CUFF.652	-	-	ENSMUST00000172983	0-489	-	148.883	56.2962	174.006	OK	22.61292434	
CUFF.2512	-	-	CUFF.2512	-	-	ENSMUST00000103105	987-1644	-	148.914	72.3741	179.031	OK	22.61763274	
CUFF.296	-	-	CUFF.296	-	-	ENSMUST00000116341	5-897	-	148.975	86.9745	187.977	OK	22.62689765	
CUFF.3303	-	-	CUFF.3303	-	-	ENSMUST00000107766	352-908	-	148.983	63.0156	171.042	OK	22.62811272	
CUFF.947	-	-	CUFF.947	-	-	ENSMUST00000191104	2351-2823	-	148.989	53.0216	164.367	OK	22.62902403	
CUFF.285	-	-	CUFF.285	-	-	ENSMUST00000033156	80-535	-	149.109	49.5024	165.008	OK	22.64725009	
CUFF.1758	-	-	CUFF.1758	-	-	ENSMUST00000033898	4165-5006	-	149.116	83.3215	187.473	OK	22.64831328	
CUFF.1605	-	-	CUFF.1605	-	-	ENSMUST00000058351	20-1414	-	149.221	104.126	193.89	OK	22.66426108	
CUFF.1070	-	-	CUFF.1070	-	-	ENSMUST00000023217	1157-1595	-	149.246	45.71	165.699	OK	22.66805818	
CUFF.1293	-	-	CUFF.1293	-	-	ENSMUST00000042546	128-901	-	149.343	80.9386	187.778	OK	22.68279091	
CUFF.1177	-	-	CUFF.1177	-	-	ENSMUST00000146905	172-593	-	149.397	47.5558	172.39	OK	22.69099264	
CUFF.1946	-	-	CUFF.1946	-	-	ENSMUST00000026313	1-422	-	149.397	47.5558	172.39	OK	22.69099264	
CUFF.230	-	-	CUFF.230	-	-	ENSMUST00000102727	2-1679	-	149.435	108.939	188.032	OK	22.69676423	
CUFF.2473	-	-	CUFF.2473	-	-	ENSMUST00000031678	0-739	-	149.478	77.8894	182.871	OK	22.70329523	
CUFF.2263	-	-	CUFF.2263	-	-	ENSMUST00000003529	911-1449	-	149.518	60.4723	167.462	OK	22.70937059	
CUFF.2470	-	-	CUFF.2470	-	-	ENSMUST00000081497	39-510	-	149.545	53.1342	164.716	OK	22.71347145	
CUFF.320	-	-	CUFF.320	-	-	ENSMUST00000049295	598-1002	-	149.548	37.1676	167.254	OK	22.7139271	
CUFF.2456	-	-	CUFF.2456	-	-	ENSMUST00000042345	0-2696	-	149.59	119.747	175.443	OK	22.72030623	
CUFF.2942	-	-	CUFF.2942	-	-	ENSMUST00000170904	301-822	-	149.642	57.642	177.729	OK	22.72820419	
CUFF.41	-	-	CUFF.41	-	-	ENSMUST00000022419	10-464	-	149.703	49.6114	165.371	OK	22.7374691	
CUFF.3120	-	-	CUFF.3120	-	-	ENSMUST00000156359	2-489	-	149.933	56.5274	174.721	OK	22.77240239	
CUFF.2797	-	-	CUFF.2797	-	-	ENSMUST00000142676	231-768	-	149.966	60.5849	167.774	OK	22.77741456	
CUFF.2876	-	-	CUFF.2876	-	-	ENSMUST00000025218	403-990	-	149.991	63.9511	179.063	OK	22.78121165	
CUFF.332	-	-	CUFF.332	-	-	ENSMUST00000023203	702-1489	-	150.048	79.4988	181.257	OK	22.78986903	
CUFF.3661	-	-	CUFF.3661	-	-	ENSMUST00000032992	1784-2721	-	150.07	88.1393	186.962	OK	22.79321048	
CUFF.300	-	-	CUFF.300	-	-	ENSMUST00000108238	468-888	-	150.085	47.669	172.8	OK	22.79548874	
CUFF.2948	-	-	CUFF.2948	-	-	ENSMUST00000112308	1556-1976	-	150.085	47.669	172.8	OK	22.79548874	
CUFF.95	-	-	CUFF.95	-	-	ENSMUST00000025656	33-1470	-	150.106	104.494	182.864	OK	22.7986783	
CUFF.993	-	-	CUFF.993	-	-	ENSMUST00000105387	43-563	-	150.114	57.7528	178.071	OK	22.79989337	
CUFF.3530	-	-	CUFF.3530	-	-	ENSMUST00000078084	373-876	-	150.279	54.7293	174.139	OK	22.8249542	
CUFF.626	-	-	CUFF.626	-	-	ENSMUST00000019283	11-680	-	150.45	74.8168	198.264	OK	22.85092634	
CUFF.488	-	-	CUFF.488	-	-	ENSMUST00000004684	2027-2513	-	150.463	56.6437	175.081	OK	22.85290083	
CUFF.1655	-	-	CUFF.1655	-	-	ENSMUST00000159697	510-946	-	150.528	45.9197	166.459	OK	22.86277328	
CUFF.885	-	-	CUFF.885	-	-	ENSMUST00000022782	24-2137	-	150.701	116.07	182.396	OK	22.88904919	
CUFF.2917	-	-	CUFF.2917	-	-	ENSMUST00000004201	4762-5181	-	150.779	47.7827	173.212	OK	22.90089613	
CUFF.2777	-	-	CUFF.2777	-	-	ENSMUST00000118886	1569-2220	-	150.909	73.0412	180.681	OK	22.92064103	
CUFF.2049	-	-	CUFF.2049	-	-	ENSMUST00000103122	398-1397	-	150.958	92.6897	175.359	OK	22.92808334	
CUFF.255	-	-	CUFF.255	-	-	ENSMUST00000107410	11-413	-	151.046	37.3526	168.087	OK	22.94144912	
CUFF.3874	-	-	CUFF.3874	-	-	ENSMUST00000155104	13-796	-	151.083	79.9049	182.183	OK	22.94706883	
CUFF.3613	-	-	CUFF.3613	-	-	ENSMUST00000102926	235-819	-	151.173	64.2797	179.983	OK	22.96073837	
CUFF.2546	-	-	CUFF.2546	-	-	ENSMUST00000168099	150-2124	-	151.224	115.369	182.562	OK	22.96848445	
CUFF.3625	-	-	CUFF.3625	-	-	ENSMUST00000032322	2082-2467	-	151.314	39.0019	149.507	OK	22.982154	
CUFF.3717	-	-	CUFF.3717	-	-	ENSMUST00000038696	411-2432	-	151.444	115.163	184.508	OK	23.0018989	
CUFF.3275	-	-	CUFF.3275	-	-	ENSMUST00000060792	26-1171	-	151.471	98.3563	181.413	OK	23.00599976	
CUFF.2005	-	-	CUFF.2005	-	-	ENSMUST00000027839	318-769	-	151.516	49.9414	166.471	OK	23.01283454	
CUFF.3721	-	-	CUFF.3721	-	-	ENSMUST00000114112	218-669	-	151.516	49.9414	166.471	OK	23.01283454	
CUFF.3771	-	-	CUFF.3771	-	-	ENSMUST00000130201	160-528	-	151.543	34.003	163.214	OK	23.0169354	
CUFF.2159	-	-	CUFF.2159	-	-	ENSMUST00000022148	11-594	-	151.571	64.3899	180.292	OK	23.02118815	
CUFF.908	-	-	CUFF.908	-	-	ENSMUST00000023509	1056-1738	-	151.592	77.0602	183.477	OK	23.02437771	
CUFF.2101	-	-	CUFF.2101	-	-	ENSMUST00000025955	3179-3861	-	151.592	77.0602	183.477	OK	23.02437771	
CUFF.2885	-	-	CUFF.2885	-	-	ENSMUST00000190703	1765-3107	-	151.64	104.431	188.349	OK	23.03166813	
CUFF.3224	-	-	CUFF.3224	-	-	ENSMUST00000010049	19-552	-	151.785	61.0395	169.033	OK	23.05369129	
CUFF.902	-	-	CUFF.902	-	-	ENSMUST00000089311	1546-2046	-	151.798	55.0577	175.184	OK	23.05566578	
CUFF.2424	-	-	CUFF.2424	-	-	ENSMUST00000119437	5-472	-	151.813	53.5893	166.127	OK	23.05794404	
CUFF.1670	-	-	CUFF.1670	-	-	ENSMUST00000066134	183-699	-	152.034	58.2005	179.452	OK	23.09151037	
CUFF.3583	-	-	CUFF.3583	-	-	ENSMUST00000020657	2-452	-	152.13	50.0524	166.841	OK	23.10609122	
CUFF.2278	-	-	CUFF.2278	-	-	ENSMUST00000075666	2669-3053	-	152.142	39.1035	149.897	OK	23.10791383	
CUFF.3013	-	-	CUFF.3013	-	-	ENSMUST00000153565	8-392	-	152.142	39.1035	149.897	OK	23.10791383	
CUFF.3934	-	-	CUFF.3934	-	-	ENSMUST00000089559	5-932	-	152.144	89.0901	188.979	OK	23.1082176	
CUFF.1955	-	-	CUFF.1955	-	-	ENSMUST00000103142	1282-2143	-	152.191	87.1994	188.932	OK	23.11535614	
CUFF.1936	-	-	CUFF.1936	-	-	ENSMUST00000021595	412-1240	-	152.218	84.6297	190.417	OK	23.119457	
CUFF.3093	-	-	CUFF.3093	-	-	ENSMUST00000068532	6-653	-	152.269	73.4927	181.798	OK	23.12720308	
CUFF.922	-	-	CUFF.922	-	-	ENSMUST00000001989	2709-3175	-	152.391	53.7043	166.483	OK	23.14573291	
CUFF.1376	-	-	CUFF.1376	-	-	ENSMUST00000042780	393-859	-	152.391	53.7043	166.483	OK	23.14573291	
CUFF.531	-	-	CUFF.531	-	-	ENSMUST00000032192	187-554	-	152.451	34.0957	163.659	OK	23.15484594	
CUFF.1404	-	-	CUFF.1404	-	-	ENSMUST00000008748	442-809	-	152.451	34.0957	163.659	OK	23.15484594	
CUFF.3040	-	-	CUFF.3040	-	-	ENSMUST00000020022	314-812	-	152.828	55.2788	175.887	OK	23.21210616	
CUFF.1760	-	-	CUFF.1760	-	-	ENSMUST00000033898	0-2479	-	152.857	121.143	182.725	OK	23.21651079	
CUFF.2335	-	-	CUFF.2335	-	-	ENSMUST00000021536	15-742	-	152.903	79.1751	185.889	OK	23.22349745	
CUFF.3310	-	-	CUFF.3310	-	-	ENSMUST00000184333	4-469	-	152.973	53.8198	166.841	OK	23.23412932	
CUFF.2794	-	-	CUFF.2794	-	-	ENSMUST00000149322	821-1515	-	152.985	75.7277	180.304	OK	23.23595192	
CUFF.2622	-	-	CUFF.2622	-	-	ENSMUST00000060864	644-1158	-	153.012	58.427	180.15	OK	23.24005279	
CUFF.2377	-	-	CUFF.2377	-	-	ENSMUST00000078286	137-667	-	153.179	61.3851	169.989	OK	23.26541739	
CUFF.2510	-	-	CUFF.2510	-	-	ENSMUST00000044911	26-915	-	153.276	90.0831	205.502	OK	23.28015012	
CUFF.1033	-	-	CUFF.1033	-	-	ENSMUST00000152198	37-436	-	153.349	37.6334	169.35	OK	23.29123765	
CUFF.3851	-	-	CUFF.3851	-	-	ENSMUST00000091924	15-414	-	153.349	37.6334	169.35	OK	23.29123765	
CUFF.2003	-	-	CUFF.2003	-	-	ENSMUST00000155242	21-387	-	153.369	34.1888	164.106	OK	23.29427532	
CUFF.2484	-	-	CUFF.2484	-	-	ENSMUST00000026125	376-742	-	153.369	34.1888	164.106	OK	23.29427532	
CUFF.1930	-	-	CUFF.1930	-	-	ENSMUST00000043150	652-1981	-	153.391	105.453	190.192	OK	23.29761677	
CUFF.1031	-	-	CUFF.1031	-	-	ENSMUST00000046575	112-886	-	153.466	80.834	184.302	OK	23.30900806	
CUFF.1782	-	-	CUFF.1782	-	-	ENSMUST00000006496	17-579	-	153.467	66.7959	178.123	OK	23.30915994	
CUFF.3057	-	-	CUFF.3057	-	-	ENSMUST00000124505	2940-3404	-	153.56	53.9358	167.201	OK	23.32328514	
CUFF.1840	-	-	CUFF.1840	-	-	ENSMUST00000025890	1853-2398	-	153.779	64.2875	174.495	OK	23.3565477	
CUFF.909	-	-	CUFF.909	-	-	ENSMUST00000057934	32-642	-	153.815	69.7452	188.722	OK	23.36201552	
CUFF.2186	-	-	CUFF.2186	-	-	ENSMUST00000020112	3496-3878	-	153.826	39.3082	150.681	OK	23.36368625	
CUFF.2514	-	-	CUFF.2514	-	-	ENSMUST00000017316	760-1191	-	153.832	46.4524	168.39	OK	23.36459755	
CUFF.674	-	-	CUFF.674	-	-	ENSMUST00000040261	466-962	-	153.872	55.5017	176.596	OK	23.3706729	
CUFF.323	-	-	CUFF.323	-	-	ENSMUST00000031773	463-1024	-	153.896	66.915	178.44	OK	23.37431812	
CUFF.448	-	-	CUFF.448	-	-	ENSMUST00000005406	337-849	-	154.004	58.6552	180.854	OK	23.39072157	
CUFF.1290	-	-	CUFF.1290	-	-	ENSMUST00000046426	1-773	-	154.005	81.0434	184.779	OK	23.39087346	
CUFF.1651	-	-	CUFF.1651	-	-	ENSMUST00000062684	185-778	-	154.103	67.5244	198.353	OK	23.40575807	
CUFF.400	-	-	CUFF.400	-	-	ENSMUST00000144942	2193-2721	-	154.122	61.6176	170.633	OK	23.40864387	
CUFF.2478	-	-	CUFF.2478	-	-	ENSMUST00000115453	12-410	-	154.132	37.728	169.776	OK	23.41016271	
CUFF.3636	-	-	CUFF.3636	-	-	ENSMUST00000097709	473-1212	-	154.149	81.2759	186.257	OK	23.41274473	
CUFF.944	-	-	CUFF.944	-	-	ENSMUST00000187584	1189-1652	-	154.151	54.0523	167.562	OK	23.4130485	
CUFF.1385	-	-	CUFF.1385	-	-	ENSMUST00000003049	1722-2087	-	154.297	34.2825	164.556	OK	23.43522354	
CUFF.1982	-	-	CUFF.1982	-	-	ENSMUST00000029804	324-689	-	154.297	34.2825	164.556	OK	23.43522354	
CUFF.2823	-	-	CUFF.2823	-	-	ENSMUST00000052798	67-481	-	154.349	48.3598	175.304	OK	23.4431215	
CUFF.1618	-	-	CUFF.1618	-	-	ENSMUST00000041375	1407-1902	-	154.399	55.6138	176.953	OK	23.4507157	
CUFF.2584	-	-	CUFF.2584	-	-	ENSMUST00000143379	72-583	-	154.504	58.77	181.207	OK	23.4666635	
CUFF.3065	-	-	CUFF.3065	-	-	ENSMUST00000020984	1193-2044	-	154.541	88.224	191.152	OK	23.4722832	
CUFF.1142	-	-	CUFF.1142	-	-	ENSMUST00000032981	117-984	-	154.586	89.4824	193.398	OK	23.47911798	
CUFF.424	-	-	CUFF.424	-	-	ENSMUST00000041804	717-1098	-	154.682	39.4114	151.077	OK	23.49369883	
CUFF.3092	-	-	CUFF.3092	-	-	ENSMUST00000190422	611-1170	-	154.762	67.1544	179.078	OK	23.50584954	
CUFF.3923	-	-	CUFF.3923	-	-	ENSMUST00000044111	1-657	-	154.77	76.2994	202.194	OK	23.50706461	
CUFF.1406	-	-	CUFF.1406	-	-	ENSMUST00000097530	17-867	-	154.78	88.3278	191.377	OK	23.50858345	
CUFF.2780	-	-	CUFF.2780	-	-	ENSMUST00000033930	22-791	-	154.822	81.3596	185.5	OK	23.51496257	
CUFF.2344	-	-	CUFF.2344	-	-	ENSMUST00000089024	764-1290	-	155.077	61.8519	171.282	OK	23.55369295	
CUFF.709	-	-	CUFF.709	-	-	ENSMUST00000111067	20-2675	-	155.153	124.424	182.866	OK	23.56523612	
CUFF.1074	-	-	CUFF.1074	-	-	ENSMUST00000098090	115-576	-	155.347	54.2868	168.289	OK	23.59470159	
CUFF.724	-	-	CUFF.724	-	-	ENSMUST00000081946	5-1062	-	155.359	97.0742	191.781	OK	23.5965242	
CUFF.1855	-	-	CUFF.1855	-	-	ENSMUST00000049040	97-719	-	155.384	72.4231	177.034	OK	23.6003213	
CUFF.1468	-	-	CUFF.1468	-	-	ENSMUST00000066652	3656-4036	-	155.546	39.5151	151.474	OK	23.62492648	
CUFF.3211	-	-	CUFF.3211	-	-	ENSMUST00000119227	2-382	-	155.546	39.5151	151.474	OK	23.62492648	
CUFF.2817	-	-	CUFF.2817	-	-	ENSMUST00000048260	1064-1476	-	155.823	48.5946	176.155	OK	23.66699831	
CUFF.1047	-	-	CUFF.1047	-	-	ENSMUST00000153500	131-800	-	155.824	78.5576	187.042	OK	23.66715019	
CUFF.638	-	-	CUFF.638	-	-	ENSMUST00000028683	810-1511	-	155.861	78.5416	196.354	OK	23.6727699	
CUFF.1091	-	-	CUFF.1091	-	-	ENSMUST00000116514	851-1279	-	155.883	46.778	169.57	OK	23.67611134	
CUFF.1080	-	-	CUFF.1080	-	-	ENSMUST00000074628	0-781	-	155.938	83.3139	189.058	OK	23.68446495	
CUFF.491	-	-	CUFF.491	-	-	ENSMUST00000071739	986-1446	-	155.952	54.4048	168.655	OK	23.68659133	
CUFF.3245	-	-	CUFF.3245	-	-	ENSMUST00000160635	236-696	-	155.952	54.4048	168.655	OK	23.68659133	
CUFF.3711	-	-	CUFF.3711	-	-	ENSMUST00000114303	187-647	-	155.952	54.4048	168.655	OK	23.68659133	
CUFF.2589	-	-	CUFF.2589	-	-	ENSMUST00000008893	440-948	-	156.025	59.117	182.278	OK	23.69767885	
CUFF.1249	-	-	CUFF.1249	-	-	ENSMUST00000026917	2-558	-	156.078	67.5168	180.045	OK	23.70572869	
CUFF.1067	-	-	CUFF.1067	-	-	ENSMUST00000033163	353-925	-	156.092	65.6282	183.759	OK	23.70785507	
CUFF.718	-	-	CUFF.718	-	-	ENSMUST00000091291	2958-3546	-	156.106	68.0985	200.039	OK	23.70998144	
CUFF.321	-	-	CUFF.321	-	-	ENSMUST00000034955	117-785	-	156.159	78.6752	187.322	OK	23.71803129	
CUFF.2515	-	-	CUFF.2515	-	-	ENSMUST00000179939	4-367	-	156.187	34.4714	165.463	OK	23.72228403	
CUFF.1469	-	-	CUFF.1469	-	-	ENSMUST00000030698	88-820	-	156.19	82.0532	188.039	OK	23.72273968	
CUFF.316	-	-	CUFF.316	-	-	ENSMUST00000092618	444-1288	-	156.229	88.9557	192.737	OK	23.72866316	
CUFF.3268	-	-	CUFF.3268	-	-	ENSMUST00000021062	896-1836	-	156.253	93.1827	199.677	OK	23.73230837	
CUFF.2501	-	-	CUFF.2501	-	-	ENSMUST00000130916	949-1328	-	156.42	39.6193	151.874	OK	23.75767297	
CUFF.1769	-	-	CUFF.1769	-	-	ENSMUST00000031897	260-655	-	156.529	38.0145	171.065	OK	23.77422831	
CUFF.2360	-	-	CUFF.2360	-	-	ENSMUST00000121838	741-1136	-	156.529	38.0145	171.065	OK	23.77422831	
CUFF.2990	-	-	CUFF.2990	-	-	ENSMUST00000135690	6-401	-	156.529	38.0145	171.065	OK	23.77422831	
CUFF.2906	-	-	CUFF.2906	-	-	ENSMUST00000028607	1636-2111	-	156.553	57.9554	179.135	OK	23.77787353	
CUFF.3570	-	-	CUFF.3570	-	-	ENSMUST00000134318	7-466	-	156.562	54.5233	169.022	OK	23.77924048	
CUFF.200	-	-	CUFF.200	-	-	ENSMUST00000107359	215-626	-	156.571	48.7128	176.584	OK	23.78060743	
CUFF.2994	-	-	CUFF.2994	-	-	ENSMUST00000125819	325-736	-	156.571	48.7128	176.584	OK	23.78060743	
CUFF.3178	-	-	CUFF.3178	-	-	ENSMUST00000075578	676-1103	-	156.58	46.8875	169.967	OK	23.78197439	
CUFF.1170	-	-	CUFF.1170	-	-	ENSMUST00000025181	12-1108	-	156.982	100.47	194.09	OK	23.8430317	
CUFF.3926	-	-	CUFF.3926	-	-	ENSMUST00000185306	59-549	-	157.091	56.1813	178.759	OK	23.85958704	
CUFF.3466	-	-	CUFF.3466	-	-	ENSMUST00000040531	221-583	-	157.149	34.5666	165.92	OK	23.8683963	
CUFF.190	-	-	CUFF.190	-	-	ENSMUST00000166905	1208-1666	-	157.176	54.6424	169.391	OK	23.87249717	
