tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	TPM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
CUFF.314	-	-	CUFF.314	-	-	ENSMUST00000092956	1626-2128	-	212.457	29.28477043	79.0254	244.979	OK
CUFF.1252	-	-	CUFF.1252	-	-	ENSMUST00000142407	70-572	-	212.457	29.28477043	79.0254	244.979	OK
CUFF.894	-	-	CUFF.894	-	-	ENSMUST00000063854	457-1220	-	212.614	29.30641109	109.186	259.965	OK
CUFF.1439	-	-	CUFF.1439	-	-	ENSMUST00000046514	20-503	-	212.706	29.31909223	73.9206	246.402	OK
CUFF.1678	-	-	CUFF.1678	-	-	ENSMUST00000113581	26-453	-	212.747	29.32474362	55.7434	250.845	OK
CUFF.264	-	-	CUFF.264	-	-	ENSMUST00000072727	57-1099	-	212.837	29.33714909	129.444	266.502	OK
CUFF.1528	-	-	CUFF.1528	-	-	ENSMUST00000024572	497-1017	-	212.908	29.34693563	83.9189	259.386	OK
CUFF.1564	-	-	CUFF.1564	-	-	ENSMUST00000173456	144-813	-	212.936	29.35079511	100.808	272.773	OK
CUFF.523	-	-	CUFF.523	-	-	ENSMUST00000174355	506-914	-	213.075	29.36995467	58.3393	223.634	OK
CUFF.2533	-	-	CUFF.2533	-	-	ENSMUST00000130876	232-640	-	213.075	29.36995467	58.3393	223.634	OK
CUFF.1769	-	-	CUFF.1769	-	-	ENSMUST00000170303	2-801	-	213.084	29.37119522	114.196	268.113	OK
CUFF.2065	-	-	CUFF.2065	-	-	ENSMUST00000031583	1771-6067	-	213.244	29.39324939	180.993	245.633	OK
CUFF.1378	-	-	CUFF.1378	-	-	ENSMUST00000025890	4-728	-	213.301	29.40110619	109.588	290.407	OK
CUFF.440	-	-	CUFF.440	-	-	ENSMUST00000040576	2-447	-	213.321	29.40386296	71.3182	258.528	OK
CUFF.1556	-	-	CUFF.1556	-	-	ENSMUST00000026699	680-1069	-	213.399	29.41461437	50.9907	244.755	OK
CUFF.2647	-	-	CUFF.2647	-	-	ENSMUST00000102578	4-393	-	213.399	29.41461437	50.9907	244.755	OK
CUFF.2590	-	-	CUFF.2590	-	-	ENSMUST00000049357	302-877	-	213.422	29.41778466	89.6904	248.373	OK
CUFF.2351	-	-	CUFF.2351	-	-	ENSMUST00000025161	231-713	-	213.469	29.42426307	74.074	246.913	OK
CUFF.721	-	-	CUFF.721	-	-	ENSMUST00000022782	194-1029	-	213.5	29.42853606	118.775	275.557	OK
CUFF.1532	-	-	CUFF.1532	-	-	ENSMUST00000020581	842-1305	-	213.811	29.47140386	68.5455	248.478	OK
CUFF.2017	-	-	CUFF.2017	-	-	ENSMUST00000032508	462-1370	-	213.902	29.48394717	122.333	275.248	OK
CUFF.779	-	-	CUFF.779	-	-	ENSMUST00000109605	41-652	-	214.038	29.50269322	97.3913	259.71	OK
CUFF.535	-	-	CUFF.535	-	-	ENSMUST00000021726	55-573	-	214.261	29.53343122	84.2429	260.387	OK
CUFF.1820	-	-	CUFF.1820	-	-	ENSMUST00000103164	1053-1848	-	214.524	29.56968277	114.771	269.462	OK
CUFF.2378	-	-	CUFF.2378	-	-	ENSMUST00000028551	0-536	-	214.592	29.57905579	81.4138	259.044	OK
CUFF.2328	-	-	CUFF.2328	-	-	ENSMUST00000040668	345-807	-	214.637	29.58525853	68.6939	249.015	OK
CUFF.1924	-	-	CUFF.1924	-	-	ENSMUST00000020673	78-890	-	215.05	29.64218586	117.253	268.706	OK
CUFF.2537	-	-	CUFF.2537	-	-	ENSMUST00000027438	440-1214	-	215.467	29.69966454	112.759	281.898	OK
CUFF.1926	-	-	CUFF.1926	-	-	ENSMUST00000032185	1214-1840	-	215.827	29.74928643	95.0577	266.161	OK
CUFF.2247	-	-	CUFF.2247	-	-	ENSMUST00000156359	4-629	-	216.339	29.81985978	95.2098	266.587	OK
CUFF.2436	-	-	CUFF.2436	-	-	ENSMUST00000120854	1213-1966	-	216.481	29.83943286	110.636	263.418	OK
CUFF.220	-	-	CUFF.220	-	-	ENSMUST00000071250	1545-2206	-	216.658	29.86383029	102.028	276.075	OK
CUFF.2079	-	-	CUFF.2079	-	-	ENSMUST00000038600	1-607	-	216.695	29.86893032	98.1949	261.853	OK
CUFF.1483	-	-	CUFF.1483	-	-	ENSMUST00000030408	585-971	-	216.87	29.89305207	51.387	246.657	OK
CUFF.2353	-	-	CUFF.2353	-	-	ENSMUST00000021574	1462-1848	-	216.87	29.89305207	51.387	246.657	OK
CUFF.1914	-	-	CUFF.1914	-	-	ENSMUST00000090569	259-718	-	217.155	29.93233606	69.1429	250.643	OK
CUFF.2154	-	-	CUFF.2154	-	-	ENSMUST00000111497	82-541	-	217.155	29.93233606	69.1429	250.643	OK
CUFF.2511	-	-	CUFF.2511	-	-	ENSMUST00000020692	6-410	-	217.304	29.95287401	58.9169	225.848	OK
CUFF.928	-	-	CUFF.928	-	-	ENSMUST00000023099	617-1512	-	217.921	30.03792041	124.11	279.246	OK
CUFF.2437	-	-	CUFF.2437	-	-	ENSMUST00000047799	3-861	-	218.118	30.06507461	120.214	272.794	OK
CUFF.2661	-	-	CUFF.2661	-	-	ENSMUST00000005616	1913-2788	-	218.504	30.1182803	122.413	281.095	OK
CUFF.747	-	-	CUFF.747	-	-	ENSMUST00000097414	7-1009	-	218.528	30.12158843	130.652	277.141	OK
CUFF.2063	-	-	CUFF.2063	-	-	ENSMUST00000031583	4-1694	-	218.798	30.15880484	159.622	267.601	OK
CUFF.2596	-	-	CUFF.2596	-	-	ENSMUST00000030896	125-727	-	218.869	30.16859138	98.8473	263.593	OK
CUFF.2169	-	-	CUFF.2169	-	-	ENSMUST00000030169	566-1041	-	218.967	30.18209956	75.1656	250.552	OK
CUFF.1418	-	-	CUFF.1418	-	-	ENSMUST00000031402	25-554	-	219.204	30.2147673	82.4911	262.472	OK
CUFF.544	-	-	CUFF.544	-	-	ENSMUST00000044478	376-1122	-	219.273	30.22427817	111.674	265.89	OK
CUFF.2532	-	-	CUFF.2532	-	-	ENSMUST00000110855	486-1069	-	219.373	30.23806202	95.2642	258.574	OK
CUFF.1452	-	-	CUFF.1452	-	-	ENSMUST00000128787	314-1349	-	219.397	30.24137015	134.152	287.469	OK
CUFF.238	-	-	CUFF.238	-	-	ENSMUST00000059588	82-701	-	219.461	30.25019182	96.1326	269.171	OK
CUFF.2341	-	-	CUFF.2341	-	-	ENSMUST00000020027	0-1360	-	219.486	30.25363778	148.765	285.863	OK
CUFF.2347	-	-	CUFF.2347	-	-	ENSMUST00000038661	533-953	-	219.609	30.27059193	56.6725	255.026	OK
CUFF.1479	-	-	CUFF.1479	-	-	ENSMUST00000021698	292-1037	-	219.678	30.28010279	111.824	266.247	OK
CUFF.2535	-	-	CUFF.2535	-	-	ENSMUST00000029786	57-549	-	219.815	30.29898667	80.6316	249.958	OK
CUFF.1777	-	-	CUFF.1777	-	-	ENSMUST00000046951	2-728	-	220.073	30.33454903	114.75	273.214	OK
CUFF.1364	-	-	CUFF.1364	-	-	ENSMUST00000016138	2-1124	-	220.211	30.35357075	141.429	275.786	OK
CUFF.1883	-	-	CUFF.1883	-	-	ENSMUST00000171340	2430-2813	-	220.453	30.38692769	51.7895	248.589	OK
CUFF.190	-	-	CUFF.190	-	-	ENSMUST00000028807	4-603	-	220.528	30.39726558	99.3424	264.913	OK
CUFF.2164	-	-	CUFF.2164	-	-	ENSMUST00000129997	79-624	-	220.549	30.40016019	87.3484	269.324	OK
CUFF.1288	-	-	CUFF.1288	-	-	ENSMUST00000021425	194-1008	-	220.841	30.44040905	121.839	282.666	OK
CUFF.691	-	-	CUFF.691	-	-	ENSMUST00000079746	292-1088	-	220.855	30.44233879	119.61	274.107	OK
CUFF.2226	-	-	CUFF.2226	-	-	ENSMUST00000147196	15-631	-	221.056	30.47004435	96.6008	270.482	OK
CUFF.2376	-	-	CUFF.2376	-	-	ENSMUST00000103217	16-937	-	221.081	30.47349031	129.221	279.978	OK
CUFF.1171	-	-	CUFF.1171	-	-	ENSMUST00000113218	356-774	-	221.65	30.55192046	56.9436	256.246	OK
CUFF.104	-	-	CUFF.104	-	-	ENSMUST00000165199	367-749	-	221.673	30.55509075	51.925	249.24	OK
CUFF.1060	-	-	CUFF.1060	-	-	ENSMUST00000086635	10-392	-	221.673	30.55509075	51.925	249.24	OK
CUFF.1303	-	-	CUFF.1303	-	-	ENSMUST00000067857	184-584	-	221.701	30.55895023	59.5061	228.107	OK
CUFF.356	-	-	CUFF.356	-	-	ENSMUST00000077271	35-721	-	221.873	30.58265846	109.875	271.797	OK
CUFF.741	-	-	CUFF.741	-	-	ENSMUST00000147435	17-524	-	222.02	30.60292074	86.0706	266.036	OK
CUFF.1400	-	-	CUFF.1400	-	-	ENSMUST00000035785	51-540	-	222.122	30.61698027	81.1262	251.491	OK
CUFF.810	-	-	CUFF.810	-	-	ENSMUST00000178114	1-454	-	222.371	30.65130208	70.0587	253.963	OK
CUFF.1229	-	-	CUFF.1229	-	-	ENSMUST00000000985	584-1019	-	222.525	30.67252922	72.9577	264.472	OK
CUFF.2059	-	-	CUFF.2059	-	-	ENSMUST00000102582	4106-4915	-	222.664	30.69168878	122.592	284.413	OK
CUFF.76	-	-	CUFF.76	-	-	ENSMUST00000167662	286-845	-	223.021	30.74089715	92.2575	255.482	OK
CUFF.276	-	-	CUFF.276	-	-	ENSMUST00000048946	1-524	-	223.317	30.78169737	83.4375	265.483	OK
CUFF.722	-	-	CUFF.722	-	-	ENSMUST00000022782	1087-2107	-	223.427	30.79685961	136.125	291.697	OK
CUFF.233	-	-	CUFF.233	-	-	ENSMUST00000040990	1936-3275	-	223.545	30.81312456	151.098	290.346	OK
CUFF.135	-	-	CUFF.135	-	-	ENSMUST00000030434	10-1348	-	223.742	30.84027876	151.211	290.563	OK
CUFF.551	-	-	CUFF.551	-	-	ENSMUST00000089162	1038-1578	-	223.824	30.85158153	88.1572	271.818	OK
CUFF.2062	-	-	CUFF.2062	-	-	ENSMUST00000102582	5389-7344	-	224.198	30.90313316	168.423	275.97	OK
CUFF.1004	-	-	CUFF.1004	-	-	ENSMUST00000023580	1353-1750	-	225.114	31.02939329	59.9558	229.83	OK
CUFF.713	-	-	CUFF.713	-	-	ENSMUST00000170836	17-696	-	225.138	31.03270142	111.008	274.599	OK
CUFF.34	-	-	CUFF.34	-	-	ENSMUST00000000958	21-400	-	225.411	31.07033135	52.3361	251.213	OK
CUFF.1922	-	-	CUFF.1922	-	-	ENSMUST00000102758	11-847	-	225.702	31.11044237	123.378	279.973	OK
CUFF.908	-	-	CUFF.908	-	-	ENSMUST00000058444	7-509	-	225.735	31.11499105	86.9279	268.686	OK
CUFF.301	-	-	CUFF.301	-	-	ENSMUST00000112096	1952-2366	-	225.848	31.13056681	57.4938	258.722	OK
CUFF.2509	-	-	CUFF.2509	-	-	ENSMUST00000173869	5-419	-	225.848	31.13056681	57.4938	258.722	OK
CUFF.54	-	-	CUFF.54	-	-	ENSMUST00000130166	49-498	-	225.991	31.15027772	70.6828	256.225	OK
CUFF.212	-	-	CUFF.212	-	-	ENSMUST00000144326	1728-2124	-	226.275	31.18942388	60.1072	230.411	OK
CUFF.334	-	-	CUFF.334	-	-	ENSMUST00000099353	41-437	-	226.275	31.18942388	60.1072	230.411	OK
CUFF.1406	-	-	CUFF.1406	-	-	ENSMUST00000066514	224-620	-	226.275	31.18942388	60.1072	230.411	OK
CUFF.1526	-	-	CUFF.1526	-	-	ENSMUST00000085102	215-611	-	226.275	31.18942388	60.1072	230.411	OK
CUFF.1716	-	-	CUFF.1716	-	-	ENSMUST00000099329	39-435	-	226.275	31.18942388	60.1072	230.411	OK
CUFF.2463	-	-	CUFF.2463	-	-	ENSMUST00000040421	23-927	-	226.445	31.21285644	131.651	285.243	OK
CUFF.1958	-	-	CUFF.1958	-	-	ENSMUST00000117085	494-960	-	226.467	31.21588889	76.6173	255.391	OK
CUFF.2116	-	-	CUFF.2116	-	-	ENSMUST00000143521	1-712	-	226.575	31.23077545	117.171	278.978	OK
CUFF.2094	-	-	CUFF.2094	-	-	ENSMUST00000059802	89-467	-	226.685	31.24593769	52.4745	251.878	OK
CUFF.424	-	-	CUFF.424	-	-	ENSMUST00000163329	311-706	-	227.448	31.35110853	60.2593	230.994	OK
CUFF.1890	-	-	CUFF.1890	-	-	ENSMUST00000032065	75-1098	-	227.448	31.35110853	139.604	314.108	OK
CUFF.185	-	-	CUFF.185	-	-	ENSMUST00000105686	4-678	-	227.529	31.36227345	111.831	276.636	OK
CUFF.2115	-	-	CUFF.2115	-	-	ENSMUST00000004327	0-761	-	227.601	31.37219783	119.898	281.501	OK
CUFF.846	-	-	CUFF.846	-	-	ENSMUST00000003029	109-852	-	227.842	31.40541693	117.464	293.66	OK
CUFF.1960	-	-	CUFF.1960	-	-	ENSMUST00000064831	19-936	-	227.878	31.41037912	134.11	289.852	OK
CUFF.723	-	-	CUFF.723	-	-	ENSMUST00000089302	3032-3409	-	227.972	31.42333594	52.6137	252.546	OK
CUFF.1110	-	-	CUFF.1110	-	-	ENSMUST00000023133	8-507	-	228.025	31.43064139	87.4505	270.302	OK
CUFF.839	-	-	CUFF.839	-	-	ENSMUST00000028167	6-1601	-	228.032	31.43160626	164.155	283.54	OK
CUFF.1748	-	-	CUFF.1748	-	-	ENSMUST00000030340	47-563	-	228.315	31.47061457	84.5694	269.084	OK
CUFF.2646	-	-	CUFF.2646	-	-	ENSMUST00000030127	363-879	-	228.315	31.47061457	84.5694	269.084	OK
CUFF.703	-	-	CUFF.703	-	-	ENSMUST00000029446	555-1435	-	228.613	31.51169047	130.733	306.547	OK
CUFF.2010	-	-	CUFF.2010	-	-	ENSMUST00000092915	2881-4037	-	229.008	31.56613671	147.564	277.97	OK
CUFF.365	-	-	CUFF.365	-	-	ENSMUST00000032825	819-1386	-	229.022	31.56806645	97.9524	265.871	OK
CUFF.200	-	-	CUFF.200	-	-	ENSMUST00000102727	32-1794	-	229.052	31.57220161	168.86	281.433	OK
CUFF.2246	-	-	CUFF.2246	-	-	ENSMUST00000086519	18-914	-	229.06	31.57330431	132.826	287.79	OK
CUFF.1301	-	-	CUFF.1301	-	-	ENSMUST00000033975	Jul-59	-	229.119	31.58143679	172.747	284.524	OK
CUFF.466	-	-	CUFF.466	-	-	ENSMUST00000149405	459-991	-	229.27	31.60225041	89.4829	275.905	OK
CUFF.1749	-	-	CUFF.1749	-	-	ENSMUST00000149106	284-660	-	229.273	31.60266393	52.7536	253.217	OK
CUFF.752	-	-	CUFF.752	-	-	ENSMUST00000003433	11-958	-	229.354	31.61382886	134.051	318.371	OK
CUFF.474	-	-	CUFF.474	-	-	ENSMUST00000103201	878-1375	-	229.578	31.6447047	87.8024	271.389	OK
CUFF.1263	-	-	CUFF.1263	-	-	ENSMUST00000102854	63-1804	-	229.6	31.64773714	168.618	277.991	OK
CUFF.62	-	-	CUFF.62	-	-	ENSMUST00000152782	7-832	-	229.695	31.66083181	125.023	283.706	OK
CUFF.329	-	-	CUFF.329	-	-	ENSMUST00000018909	672-1065	-	229.829	31.67930218	60.566	232.17	OK
CUFF.1815	-	-	CUFF.1815	-	-	ENSMUST00000177501	9-764	-	230.076	31.71334831	120.851	283.738	OK
CUFF.648	-	-	CUFF.648	-	-	ENSMUST00000096433	802-1229	-	230.476	31.76848374	74.3246	269.427	OK
CUFF.1900	-	-	CUFF.1900	-	-	ENSMUST00000002177	546-921	-	230.589	31.7840595	52.8943	253.893	OK
CUFF.767	-	-	CUFF.767	-	-	ENSMUST00000003572	1247-2190	-	230.595	31.78488653	134.62	319.722	OK
CUFF.222	-	-	CUFF.222	-	-	ENSMUST00000161083	1579-2023	-	230.684	31.79715416	71.4788	259.111	OK
CUFF.392	-	-	CUFF.392	-	-	ENSMUST00000065167	590-1034	-	230.684	31.79715416	71.4788	259.111	OK
CUFF.1130	-	-	CUFF.1130	-	-	ENSMUST00000004200	1-634	-	230.774	31.80955963	106.541	288.287	OK
CUFF.1904	-	-	CUFF.1904	-	-	ENSMUST00000073339	22-586	-	230.926	31.8305111	98.4735	267.285	OK
CUFF.1949	-	-	CUFF.1949	-	-	ENSMUST00000092498	1143-1707	-	230.926	31.8305111	98.4735	267.285	OK
CUFF.1210	-	-	CUFF.1210	-	-	ENSMUST00000007708	454-863	-	231.32	31.8848195	58.1967	261.885	OK
CUFF.1511	-	-	CUFF.1511	-	-	ENSMUST00000087321	508-917	-	231.32	31.8848195	58.1967	261.885	OK
CUFF.2561	-	-	CUFF.2561	-	-	ENSMUST00000134318	4-447	-	231.646	31.92975487	71.6401	259.696	OK
CUFF.2271	-	-	CUFF.2271	-	-	ENSMUST00000034945	0-477	-	231.859	31.95911449	83.1672	257.818	OK
CUFF.1166	-	-	CUFF.1166	-	-	ENSMUST00000018710	609-1103	-	231.946	31.97110645	88.3356	273.037	OK
CUFF.2385	-	-	CUFF.2385	-	-	ENSMUST00000095427	2-496	-	231.946	31.97110645	88.3356	273.037	OK
CUFF.698	-	-	CUFF.698	-	-	ENSMUST00000085192	5-1131	-	232.154	31.99977687	147.973	295.945	OK
CUFF.1484	-	-	CUFF.1484	-	-	ENSMUST00000030408	1043-1605	-	232.214	32.00804718	98.8239	268.236	OK
CUFF.66	-	-	CUFF.66	-	-	ENSMUST00000126532	2355-2780	-	232.552	32.05463662	74.6743	270.694	OK
CUFF.1430	-	-	CUFF.1430	-	-	ENSMUST00000107818	88-564	-	232.709	32.07627728	83.3419	258.36	OK
CUFF.1185	-	-	CUFF.1185	-	-	ENSMUST00000114151	967-1494	-	232.811	32.09033681	90.3318	278.523	OK
CUFF.1768	-	-	CUFF.1768	-	-	ENSMUST00000033342	554-1081	-	232.811	32.09033681	90.3318	278.523	OK
CUFF.2457	-	-	CUFF.2457	-	-	ENSMUST00000064910	19-563	-	232.838	32.09405846	94.8014	262.527	OK
CUFF.17	-	-	CUFF.17	-	-	ENSMUST00000025853	22-583	-	232.863	32.09750442	99	268.714	OK
CUFF.1230	-	-	CUFF.1230	-	-	ENSMUST00000067530	16-730	-	233.011	32.11790453	116.679	277.806	OK
CUFF.2007	-	-	CUFF.2007	-	-	ENSMUST00000092915	24-959	-	233.116	32.13237758	135.771	322.457	OK
CUFF.1267	-	-	CUFF.1267	-	-	ENSMUST00000106215	101-1103	-	233.428	32.17538322	142.53	320.692	OK
CUFF.925	-	-	CUFF.925	-	-	ENSMUST00000060805	954-1803	-	233.445	32.17772647	130.834	294.376	OK
CUFF.759	-	-	CUFF.759	-	-	ENSMUST00000020238	1738-2400	-	233.48	32.18255082	113.859	281.65	OK
CUFF.813	-	-	CUFF.813	-	-	ENSMUST00000001479	2209-2599	-	233.492	32.18420488	61.0319	233.956	OK
CUFF.1187	-	-	CUFF.1187	-	-	ENSMUST00000101301	590-1099	-	233.542	32.19109681	85.7324	272.785	OK
CUFF.1804	-	-	CUFF.1804	-	-	ENSMUST00000021412	7-516	-	233.542	32.19109681	85.7324	272.785	OK
CUFF.781	-	-	CUFF.781	-	-	ENSMUST00000006181	380-872	-	233.553	32.19261304	88.6947	274.147	OK
CUFF.1799	-	-	CUFF.1799	-	-	ENSMUST00000007799	62-537	-	233.565	32.1942671	83.5173	258.904	OK
CUFF.1005	-	-	CUFF.1005	-	-	ENSMUST00000028278	174-632	-	233.579	32.19619684	77.9556	259.852	OK
CUFF.574	-	-	CUFF.574	-	-	ENSMUST00000023559	76-483	-	233.583	32.19674819	58.4827	263.172	OK
CUFF.65	-	-	CUFF.65	-	-	ENSMUST00000126532	1858-2299	-	233.595	32.19840226	71.965	260.873	OK
CUFF.1961	-	-	CUFF.1961	-	-	ENSMUST00000064831	988-1819	-	233.819	32.2292781	128.894	295.979	OK
CUFF.257	-	-	CUFF.257	-	-	ENSMUST00000036884	1-730	-	233.909	32.24168357	119.72	299.299	OK
CUFF.2597	-	-	CUFF.2597	-	-	ENSMUST00000000153	159-854	-	233.947	32.24692144	119.868	285.401	OK
CUFF.199	-	-	CUFF.199	-	-	ENSMUST00000108883	1-Feb	-	234.168	32.27738376	178.608	281.803	OK
CUFF.156	-	-	CUFF.156	-	-	ENSMUST00000118487	400-823	-	234.666	32.34602737	75.0274	271.974	OK
CUFF.2198	-	-	CUFF.2198	-	-	ENSMUST00000065253	353-1824	-	234.69	32.3493355	164.508	291.26	OK
CUFF.1794	-	-	CUFF.1794	-	-	ENSMUST00000048308	8-414	-	234.73	32.35484904	58.6267	263.82	OK
CUFF.1712	-	-	CUFF.1712	-	-	ENSMUST00000151287	1276-1665	-	234.739	32.35608959	61.1888	234.557	OK
CUFF.2450	-	-	CUFF.2450	-	-	ENSMUST00000108089	8-566	-	234.832	32.36890858	99.5323	270.159	OK
CUFF.1923	-	-	CUFF.1923	-	-	ENSMUST00000125694	10-686	-	234.958	32.38627624	117.369	311.028	OK
CUFF.1724	-	-	CUFF.1724	-	-	ENSMUST00000001809	37-1590	-	235.128	32.4097088	168.594	291.208	OK
CUFF.366	-	-	CUFF.366	-	-	ENSMUST00000107409	8-1274	-	235.167	32.4150845	156.677	294.554	OK
CUFF.2637	-	-	CUFF.2637	-	-	ENSMUST00000019723	23-445	-	235.737	32.49365249	75.2052	272.619	OK
CUFF.2021	-	-	CUFF.2021	-	-	ENSMUST00000006137	59-665	-	236.395	32.58435027	104.741	307.677	OK
CUFF.1169	-	-	CUFF.1169	-	-	ENSMUST00000022925	34-606	-	236.675	32.62294507	104.032	277.418	OK
CUFF.1039	-	-	CUFF.1039	-	-	ENSMUST00000054289	274-762	-	236.834	32.64486141	89.4217	276.394	OK
CUFF.2745	-	-	CUFF.2745	-	-	ENSMUST00000024706	852-1323	-	237.054	32.67518589	84.2266	261.102	OK
CUFF.498	-	-	CUFF.498	-	-	ENSMUST00000160556	564-1152	-	237.143	32.68745353	101.201	283.362	OK
CUFF.1212	-	-	CUFF.1212	-	-	ENSMUST00000147983	32-419	-	237.271	32.70509686	61.505	235.769	OK
CUFF.2440	-	-	CUFF.2440	-	-	ENSMUST00000030365	29-1252	-	237.303	32.7095077	158.942	295.179	OK
CUFF.1959	-	-	CUFF.1959	-	-	ENSMUST00000184973	30-1821	-	237.361	32.71750234	177.2	292.381	OK
CUFF.748	-	-	CUFF.748	-	-	ENSMUST00000131507	147-584	-	237.592	32.74934305	72.6238	263.261	OK
CUFF.377	-	-	CUFF.377	-	-	ENSMUST00000034414	17-721	-	237.664	32.75926743	118.336	281.752	OK
CUFF.2453	-	-	CUFF.2453	-	-	ENSMUST00000079644	12-549	-	237.722	32.76726206	96.0372	265.949	OK
CUFF.1615	-	-	CUFF.1615	-	-	ENSMUST00000067384	38-558	-	237.956	32.79951629	91.5478	282.273	OK
CUFF.746	-	-	CUFF.746	-	-	ENSMUST00000042296	7-977	-	237.996	32.80502983	143.142	306.732	OK
CUFF.1273	-	-	CUFF.1273	-	-	ENSMUST00000025831	3870-4273	-	238.241	32.83880028	59.0631	265.784	OK
CUFF.1490	-	-	CUFF.1490	-	-	ENSMUST00000141118	674-1077	-	238.241	32.83880028	59.0631	265.784	OK
CUFF.2839	-	-	CUFF.2839	-	-	ENSMUST00000019808	14-1131	-	238.782	32.91337095	152.716	287.675	OK
CUFF.1299	-	-	CUFF.1299	-	-	ENSMUST00000050467	57-957	-	239.132	32.96161446	141.051	321.774	OK
CUFF.1652	-	-	CUFF.1652	-	-	ENSMUST00000019726	483-1100	-	239.698	33.03963109	109.303	295.762	OK
CUFF.64	-	-	CUFF.64	-	-	ENSMUST00000126532	569-1500	-	239.848	33.06030688	140.616	298.276	OK
CUFF.2512	-	-	CUFF.2512	-	-	ENSMUST00000148204	12-397	-	239.857	33.06154742	61.8245	236.994	OK
CUFF.451	-	-	CUFF.451	-	-	ENSMUST00000181601	24-425	-	240.639	33.16933719	59.3577	267.11	OK
CUFF.2760	-	-	CUFF.2760	-	-	ENSMUST00000102573	65-466	-	240.639	33.16933719	59.3577	267.11	OK
CUFF.2501	-	-	CUFF.2501	-	-	ENSMUST00000080537	26-460	-	240.68	33.17498857	73.1258	265.081	OK
CUFF.2546	-	-	CUFF.2546	-	-	ENSMUST00000188524	17-451	-	240.68	33.17498857	73.1258	265.081	OK
CUFF.2688	-	-	CUFF.2688	-	-	ENSMUST00000053063	515-949	-	240.68	33.17498857	73.1258	265.081	OK
CUFF.1260	-	-	CUFF.1260	-	-	ENSMUST00000028207	4-1327	-	240.91	33.20669144	164.92	293.857	OK
CUFF.1824	-	-	CUFF.1824	-	-	ENSMUST00000044911	4-454	-	241.152	33.24004838	79.3415	264.472	OK
CUFF.1523	-	-	CUFF.1523	-	-	ENSMUST00000061653	1-780	-	241.156	33.24059973	127.313	290.274	OK
CUFF.1746	-	-	CUFF.1746	-	-	ENSMUST00000005749	39-423	-	241.171	33.24266731	61.9855	237.611	OK
CUFF.206	-	-	CUFF.206	-	-	ENSMUST00000099087	0-861	-	241.248	33.25328088	138.226	299.489	OK
CUFF.1416	-	-	CUFF.1416	-	-	ENSMUST00000022821	3-798	-	241.34	33.26596203	129.741	294.412	OK
CUFF.256	-	-	CUFF.256	-	-	ENSMUST00000116341	1-894	-	241.559	33.29614868	142.157	324.296	OK
CUFF.1555	-	-	CUFF.1555	-	-	ENSMUST00000149566	136-766	-	241.692	33.31448121	113.345	277.065	OK
CUFF.817	-	-	CUFF.817	-	-	ENSMUST00000033163	512-945	-	241.727	33.31930556	73.2947	265.693	OK
CUFF.2241	-	-	CUFF.2241	-	-	ENSMUST00000160930	44-526	-	241.931	33.34742463	90.5349	279.835	OK
CUFF.1125	-	-	CUFF.1125	-	-	ENSMUST00000064941	262-1235	-	242.222	33.38753566	146.778	330.25	OK
CUFF.1410	-	-	CUFF.1410	-	-	ENSMUST00000003038	359-824	-	242.488	33.42420072	85.3134	264.472	OK
CUFF.505	-	-	CUFF.505	-	-	ENSMUST00000029005	191-705	-	242.55	33.43274671	92.6165	285.568	OK
CUFF.979	-	-	CUFF.979	-	-	ENSMUST00000116172	27-541	-	242.55	33.43274671	92.6165	285.568	OK
CUFF.573	-	-	CUFF.573	-	-	ENSMUST00000025408	267-2400	-	242.577	33.43646835	187.845	286.418	OK
CUFF.1100	-	-	CUFF.1100	-	-	ENSMUST00000166407	10-867	-	242.724	33.45673062	138.871	300.887	OK
CUFF.2159	-	-	CUFF.2159	-	-	ENSMUST00000110416	1505-1937	-	242.783	33.4648631	73.4643	266.308	OK
CUFF.1041	-	-	CUFF.1041	-	-	ENSMUST00000146867	1-776	-	242.843	33.47313341	127.97	291.772	OK
CUFF.724	-	-	CUFF.724	-	-	ENSMUST00000071056	685-1084	-	243.085	33.50649035	59.6552	268.449	OK
CUFF.2360	-	-	CUFF.2360	-	-	ENSMUST00000021018	1263-1662	-	243.085	33.50649035	59.6552	268.449	OK
CUFF.352	-	-	CUFF.352	-	-	ENSMUST00000033093	161-527	-	243.115	33.51062551	54.195	260.136	OK
CUFF.1720	-	-	CUFF.1720	-	-	ENSMUST00000059018	980-1346	-	243.115	33.51062551	54.195	260.136	OK
CUFF.2623	-	-	CUFF.2623	-	-	ENSMUST00000000137	676-1042	-	243.115	33.51062551	54.195	260.136	OK
CUFF.2325	-	-	CUFF.2325	-	-	ENSMUST00000160635	0-448	-	243.122	33.51159038	79.6957	265.652	OK
CUFF.893	-	-	CUFF.893	-	-	ENSMUST00000030134	541-1005	-	243.418	33.55239059	85.4973	265.042	OK
CUFF.1651	-	-	CUFF.1651	-	-	ENSMUST00000019726	50-432	-	243.84	33.61055847	62.3101	238.855	OK
CUFF.1830	-	-	CUFF.1830	-	-	ENSMUST00000177974	1142-1524	-	243.84	33.61055847	62.3101	238.855	OK
