tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.4104	-	-	CUFF.4104	-	-	ENSCAFT00000014193	404-860	ENSCAFT00000014193:404-860	-	5.17792	1.43437	6.45468	OK	0.664459437
CUFF.17977	-	-	CUFF.17977	-	-	ENSCAFT00000027739	1121-1577	ENSCAFT00000027739:1121-1577	-	5.17792	1.43437	6.45468	OK	0.664459437
CUFF.19012	-	-	CUFF.19012	-	-	ENSCAFT00000016074	154-610	ENSCAFT00000016074:154-610	-	5.17792	1.43437	6.45468	OK	0.664459437
CUFF.4045	-	-	CUFF.4045	-	-	ENSCAFT00000011556	1056-1912	ENSCAFT00000011556:1056-1912	-	5.17802	2.80172	7.0043	OK	0.66447227
CUFF.10363	-	-	CUFF.10363	-	-	ENSCAFT00000047147	2771-3627	ENSCAFT00000047147:2771-3627	-	5.17802	2.80172	7.0043	OK	0.66447227
CUFF.15893	-	-	CUFF.15893	-	-	ENSCAFT00000031263	48-1409	ENSCAFT00000031263:48-1409	-	5.17923	3.44418	6.48788	OK	0.664627544
CUFF.9820	-	-	CUFF.9820	-	-	ENSCAFT00000025446	3085-4593	ENSCAFT00000025446:3085-4593	-	5.18056	3.54218	6.7952	OK	0.664798217
CUFF.16937	-	-	CUFF.16937	-	-	ENSCAFT00000025499	3331-5007	ENSCAFT00000025499:3331-5007	-	5.18176	3.70746	6.50432	OK	0.664952207
CUFF.8565	-	-	CUFF.8565	-	-	ENSCAFT00000048006	510-1071	ENSCAFT00000048006:510-1071	-	5.18178	2.1375	6.60681	OK	0.664954774
CUFF.8108	-	-	CUFF.8108	-	-	ENSCAFT00000050041	486-2246	ENSCAFT00000050041:486-2246	-	5.18226	3.71633	6.50358	OK	0.66501637
CUFF.4155	-	-	CUFF.4155	-	-	ENSCAFT00000009193	1368-1992	ENSCAFT00000009193:1368-1992	-	5.18317	2.27109	6.28917	OK	0.665133146
CUFF.14162	-	-	CUFF.14162	-	-	ENSCAFT00000009763	3853-5802	ENSCAFT00000009763:3853-5802	-	5.18321	3.85934	6.43223	OK	0.665138279
CUFF.8692	-	-	CUFF.8692	-	-	ENSCAFT00000026627	3618-4936	ENSCAFT00000026627:3618-4936	-	5.18343	3.39113	6.69954	OK	0.665166511
CUFF.9075	-	-	CUFF.9075	-	-	ENSCAFT00000017540	1541-2186	ENSCAFT00000017540:1541-2186	-	5.18354	2.36616	6.42243	OK	0.665180627
CUFF.13939	-	-	CUFF.13939	-	-	ENSCAFT00000006134	2837-3482	ENSCAFT00000006134:2837-3482	-	5.18354	2.36616	6.42243	OK	0.665180627
CUFF.17209	-	-	CUFF.17209	-	-	ENSCAFT00000002853	655-1300	ENSCAFT00000002853:655-1300	-	5.18354	2.36616	6.42243	OK	0.665180627
CUFF.11736	-	-	CUFF.11736	-	-	ENSCAFT00000029439	1880-2567	ENSCAFT00000029439:1880-2567	-	5.1842	2.38018	6.66451	OK	0.665265322
CUFF.12732	-	-	CUFF.12732	-	-	ENSCAFT00000044681	981-1668	ENSCAFT00000044681:981-1668	-	5.1842	2.38018	6.66451	OK	0.665265322
CUFF.19944	-	-	CUFF.19944	-	-	ENSCAFT00000047500	10-1517	ENSCAFT00000047500:10-1517	-	5.18453	3.54453	6.79971	OK	0.665307669
CUFF.8596	-	-	CUFF.8596	-	-	ENSCAFT00000027770	159-909	ENSCAFT00000027770:159-909	-	5.18499	2.6163	6.39539	OK	0.665366699
CUFF.9797	-	-	CUFF.9797	-	-	ENSCAFT00000030093	17-851	ENSCAFT00000030093:17-851	-	5.1858	2.74491	6.53551	OK	0.665470642
CUFF.21362	-	-	CUFF.21362	-	-	ENSCAFT00000007816	832-2696	ENSCAFT00000007816:832-2696	-	5.18594	3.8014	6.5501	OK	0.665488608
CUFF.2879	-	-	CUFF.2879	-	-	ENSCAFT00000048635	2-857	ENSCAFT00000048635:2-857	-	5.18597	2.805	7.01249	OK	0.665492458
CUFF.4784	-	-	CUFF.4784	-	-	ENSCAFT00000047995	81-936	ENSCAFT00000047995:81-936	-	5.18597	2.805	7.01249	OK	0.665492458
CUFF.4226	-	-	CUFF.4226	-	-	ENSCAFT00000023536	2320-4835	ENSCAFT00000023536:2320-4835	-	5.18738	4.03107	6.32835	OK	0.665673397
CUFF.20471	-	-	CUFF.20471	-	-	ENSCAFT00000016997	987-2304	ENSCAFT00000016997:987-2304	-	5.18808	3.3937	6.70463	OK	0.665763225
CUFF.13099	-	-	CUFF.13099	-	-	ENSCAFT00000043907	228-2112	ENSCAFT00000043907:228-2112	-	5.18909	3.8189	6.53842	OK	0.665892833
CUFF.6477	-	-	CUFF.6477	-	-	ENSCAFT00000043734	57-1205	ENSCAFT00000043734:57-1205	-	5.19304	3.22859	6.64709	OK	0.666399719
CUFF.17921	-	-	CUFF.17921	-	-	ENSCAFT00000018573	4009-5136	ENSCAFT00000018573:4009-5136	-	5.19309	3.19202	6.77095	OK	0.666406136
CUFF.8171	-	-	CUFF.8171	-	-	ENSCAFT00000020965	22-960	ENSCAFT00000020965:22-960	-	5.19361	2.90545	6.62442	OK	0.666472865
CUFF.20337	-	-	CUFF.20337	-	-	ENSCAFT00000029959	10-885	ENSCAFT00000029959:10-885	-	5.19385	2.86547	6.72762	OK	0.666503663
CUFF.20328	-	-	CUFF.20328	-	-	ENSCAFT00000035197	4-606	ENSCAFT00000035197:4-606	-	5.19575	2.173	6.70009	OK	0.666747482
CUFF.16817	-	-	CUFF.16817	-	-	ENSCAFT00000005806	1174-1734	ENSCAFT00000005806:1174-1734	-	5.19631	2.14131	6.61861	OK	0.666819344
CUFF.2397	-	-	CUFF.2397	-	-	ENSCAFT00000045472	723-1241	ENSCAFT00000045472:723-1241	-	5.19701	1.89404	6.31345	OK	0.666909172
CUFF.3468	-	-	CUFF.3468	-	-	ENSCAFT00000049428	564-1061	ENSCAFT00000049428:564-1061	-	5.19743	1.75473	6.36088	OK	0.666963069
CUFF.8104	-	-	CUFF.8104	-	-	ENSCAFT00000008443	4480-4977	ENSCAFT00000008443:4480-4977	-	5.19743	1.75473	6.36088	OK	0.666963069
CUFF.1156	-	-	CUFF.1156	-	-	ENSCAFT00000007068	1368-1802	ENSCAFT00000007068:1368-1802	-	5.19915	1.50708	5.77715	OK	0.667183789
CUFF.8625	-	-	CUFF.8625	-	-	ENSCAFT00000043853	66-500	ENSCAFT00000043853:66-500	-	5.19915	1.50708	5.77715	OK	0.667183789
CUFF.21269	-	-	CUFF.21269	-	-	ENSCAFT00000043369	530-964	ENSCAFT00000043369:530-964	-	5.19915	1.50708	5.77715	OK	0.667183789
CUFF.18992	-	-	CUFF.18992	-	-	ENSCAFT00000043389	2802-3215	ENSCAFT00000043389:2802-3215	-	5.19929	1.31976	6.33486	OK	0.667201754
CUFF.10001	-	-	CUFF.10001	-	-	ENSCAFT00000011875	295-1232	ENSCAFT00000011875:295-1232	-	5.20069	2.90855	6.63149	OK	0.66738141
CUFF.19418	-	-	CUFF.19418	-	-	ENSCAFT00000016740	2909-3846	ENSCAFT00000016740:2909-3846	-	5.20069	2.90855	6.63149	OK	0.66738141
CUFF.1005	-	-	CUFF.1005	-	-	ENSCAFT00000042921	20-873	ENSCAFT00000042921:20-873	-	5.20193	2.81157	7.02893	OK	0.667540534
CUFF.16980	-	-	CUFF.16980	-	-	ENSCAFT00000010215	1781-3053	ENSCAFT00000010215:1781-3053	-	5.20253	3.42806	6.68472	OK	0.667617529
CUFF.17401	-	-	CUFF.17401	-	-	ENSCAFT00000010365	5282-6533	ENSCAFT00000010365:5282-6533	-	5.20276	3.39847	6.53551	OK	0.667647044
CUFF.924	-	-	CUFF.924	-	-	ENSCAFT00000032166	22-1650	ENSCAFT00000032166:22-1650	-	5.20331	3.68285	6.56217	OK	0.667717623
CUFF.16762	-	-	CUFF.16762	-	-	ENSCAFT00000017132	76-824	ENSCAFT00000017132:76-824	-	5.20403	2.62329	6.41249	OK	0.667810017
CUFF.15747	-	-	CUFF.15747	-	-	ENSCAFT00000027188	34-656	ENSCAFT00000027188:34-656	-	5.20793	2.27839	6.30939	OK	0.668310487
CUFF.8042	-	-	CUFF.8042	-	-	ENSCAFT00000019681	2131-2711	ENSCAFT00000019681:2131-2711	-	5.20981	2.06748	6.57833	OK	0.668551739
CUFF.21209	-	-	CUFF.21209	-	-	ENSCAFT00000015453	36-595	ENSCAFT00000015453:36-595	-	5.21092	2.14514	6.63045	OK	0.66869418
CUFF.20853	-	-	CUFF.20853	-	-	ENSCAFT00000017126	271-1332	ENSCAFT00000017126:271-1332	-	5.2114	3.18509	6.88391	OK	0.668755777
CUFF.18212	-	-	CUFF.18212	-	-	ENSCAFT00000026633	16-512	ENSCAFT00000026633:16-512	-	5.21519	1.75826	6.3737	OK	0.66924213
CUFF.14308	-	-	CUFF.14308	-	-	ENSCAFT00000049845	3-687	ENSCAFT00000049845:3-687	-	5.21655	2.39062	6.69374	OK	0.669416653
CUFF.15889	-	-	CUFF.15889	-	-	ENSCAFT00000043695	839-2129	ENSCAFT00000043695:839-2129	-	5.21667	3.46473	6.84496	OK	0.669432052
CUFF.11276	-	-	CUFF.11276	-	-	ENSCAFT00000004804	829-1492	ENSCAFT00000004804:829-1492	-	5.21772	2.46634	6.57691	OK	0.669566794
CUFF.2735	-	-	CUFF.2735	-	-	ENSCAFT00000044376	631-1085	ENSCAFT00000044376:631-1085	-	5.21924	1.44069	6.48311	OK	0.669761849
CUFF.16434	-	-	CUFF.16434	-	-	ENSCAFT00000017377	32-1405	ENSCAFT00000017377:32-1405	-	5.21929	3.49348	6.74876	OK	0.669768265
CUFF.16420	-	-	CUFF.16420	-	-	ENSCAFT00000044939	81-702	ENSCAFT00000044939:81-702	-	5.2204	2.28206	6.31955	OK	0.669910706
CUFF.14652	-	-	CUFF.14652	-	-	ENSCAFT00000003538	997-1785	ENSCAFT00000003538:997-1785	-	5.2209	2.76681	7.33205	OK	0.669974869
CUFF.17988	-	-	CUFF.17988	-	-	ENSCAFT00000008307	2460-3415	ENSCAFT00000008307:2460-3415	-	5.22118	2.96787	6.73479	OK	0.6700108
CUFF.1362	-	-	CUFF.1362	-	-	ENSCAFT00000004471	574-1007	ENSCAFT00000004471:574-1007	-	5.22178	1.51056	5.79049	OK	0.670087796
CUFF.9019	-	-	CUFF.9019	-	-	ENSCAFT00000043813	1728-2161	ENSCAFT00000043813:1728-2161	-	5.22178	1.51056	5.79049	OK	0.670087796
CUFF.13423	-	-	CUFF.13423	-	-	ENSCAFT00000012349	4905-5338	ENSCAFT00000012349:4905-5338	-	5.22178	1.51056	5.79049	OK	0.670087796
CUFF.16197	-	-	CUFF.16197	-	-	ENSCAFT00000015808	340-773	ENSCAFT00000015808:340-773	-	5.22178	1.51056	5.79049	OK	0.670087796
CUFF.14303	-	-	CUFF.14303	-	-	ENSCAFT00000046999	12-612	ENSCAFT00000046999:12-612	-	5.22195	2.18025	6.72243	OK	0.670109611
CUFF.13261	-	-	CUFF.13261	-	-	ENSCAFT00000050085	79-1180	ENSCAFT00000050085:79-1180	-	5.22206	3.16839	6.73282	OK	0.670123727
CUFF.11167	-	-	CUFF.11167	-	-	ENSCAFT00000043718	4875-6602	ENSCAFT00000043718:4875-6602	-	5.22295	3.72422	6.62785	OK	0.670237937
CUFF.15587	-	-	CUFF.15587	-	-	ENSCAFT00000045489	53-966	ENSCAFT00000045489:53-966	-	5.22296	2.985	6.92521	OK	0.67023922
CUFF.7263	-	-	CUFF.7263	-	-	ENSCAFT00000012239	2609-3501	ENSCAFT00000012239:2609-3501	-	5.22393	2.93307	6.72161	OK	0.670363696
CUFF.3588	-	-	CUFF.3588	-	-	ENSCAFT00000028255	737-1149	ENSCAFT00000028255:737-1149	-	5.22415	1.32297	6.35023	OK	0.670391927
CUFF.12474	-	-	CUFF.12474	-	-	ENSCAFT00000010074	1422-2773	ENSCAFT00000010074:1422-2773	-	5.22436	3.46967	6.5359	OK	0.670418876
CUFF.5909	-	-	CUFF.5909	-	-	ENSCAFT00000043326	555-1593	ENSCAFT00000043326:555-1593	-	5.2244	3.15065	6.8264	OK	0.670424009
CUFF.3304	-	-	CUFF.3304	-	-	ENSCAFT00000008889	396-1851	ENSCAFT00000008889:396-1851	-	5.22574	3.59628	6.59319	OK	0.670595965
CUFF.9549	-	-	CUFF.9549	-	-	ENSCAFT00000022361	1769-2473	ENSCAFT00000022361:1769-2473	-	5.2259	2.47755	7.27781	OK	0.670616497
CUFF.18270	-	-	CUFF.18270	-	-	ENSCAFT00000047622	3311-4015	ENSCAFT00000047622:3311-4015	-	5.2259	2.47755	7.27781	OK	0.670616497
CUFF.13134	-	-	CUFF.13134	-	-	ENSCAFT00000049992	364-1360	ENSCAFT00000049992:364-1360	-	5.22617	3.0646	6.89536	OK	0.670651145
CUFF.6481	-	-	CUFF.6481	-	-	ENSCAFT00000045303	957-1640	ENSCAFT00000045303:957-1640	-	5.22743	2.39412	6.70354	OK	0.670812835
CUFF.16954	-	-	CUFF.16954	-	-	ENSCAFT00000026354	976-2493	ENSCAFT00000026354:976-2493	-	5.22805	3.59302	6.75488	OK	0.670892397
CUFF.6031	-	-	CUFF.6031	-	-	ENSCAFT00000027184	3707-4515	ENSCAFT00000027184:3707-4515	-	5.2285	2.83324	6.74581	OK	0.670950143
CUFF.13703	-	-	CUFF.13703	-	-	ENSCAFT00000007933	1909-2696	ENSCAFT00000007933:1909-2696	-	5.22984	2.77033	7.34136	OK	0.6711221
CUFF.3557	-	-	CUFF.3557	-	-	ENSCAFT00000002128	20-2787	ENSCAFT00000002128:20-2787	-	5.23027	4.13672	6.30357	OK	0.67117728
CUFF.14267	-	-	CUFF.14267	-	-	ENSCAFT00000012144	3741-5153	ENSCAFT00000012144:3741-5153	-	5.23126	3.55139	6.63956	OK	0.671304322
CUFF.15254	-	-	CUFF.15254	-	-	ENSCAFT00000002481	1643-2409	ENSCAFT00000002481:1643-2409	-	5.23129	2.70396	6.68875	OK	0.671308172
CUFF.18000	-	-	CUFF.18000	-	-	ENSCAFT00000020821	484-1229	ENSCAFT00000020821:484-1229	-	5.23285	2.63385	6.43831	OK	0.67150836
CUFF.8024	-	-	CUFF.8024	-	-	ENSCAFT00000008099	432-1052	ENSCAFT00000008099:432-1052	-	5.23293	2.28574	6.32975	OK	0.671518626
CUFF.13858	-	-	CUFF.13858	-	-	ENSCAFT00000029912	1673-2293	ENSCAFT00000029912:1673-2293	-	5.23293	2.28574	6.32975	OK	0.671518626
CUFF.9123	-	-	CUFF.9123	-	-	ENSCAFT00000009126	672-1167	ENSCAFT00000009126:672-1167	-	5.23307	1.76182	6.38658	OK	0.671536591
CUFF.19778	-	-	CUFF.19778	-	-	ENSCAFT00000016120	1735-4417	ENSCAFT00000016120:1735-4417	-	5.2337	4.14588	6.30012	OK	0.671617436
CUFF.6202	-	-	CUFF.6202	-	-	ENSCAFT00000006641	20-2452	ENSCAFT00000006641:20-2452	-	5.23383	4.03417	6.40985	OK	0.671634119
CUFF.4493	-	-	CUFF.4493	-	-	ENSCAFT00000021273	84-933	ENSCAFT00000021273:84-933	-	5.23416	2.82482	7.06205	OK	0.671676466
CUFF.14121	-	-	CUFF.14121	-	-	ENSCAFT00000029108	1284-1883	ENSCAFT00000029108:1284-1883	-	5.23515	2.18389	6.73365	OK	0.671803508
CUFF.13262	-	-	CUFF.13262	-	-	ENSCAFT00000021679	224-2468	ENSCAFT00000021679:224-2468	-	5.23522	3.98352	6.46107	OK	0.671812491
CUFF.3521	-	-	CUFF.3521	-	-	ENSCAFT00000029208	844-1318	ENSCAFT00000029208:844-1318	-	5.23633	1.83987	6.66953	OK	0.671954933
CUFF.11584	-	-	CUFF.11584	-	-	ENSCAFT00000016503	1288-2220	ENSCAFT00000016503:1288-2220	-	5.23638	2.92415	6.66706	OK	0.671961349
CUFF.7499	-	-	CUFF.7499	-	-	ENSCAFT00000031266	297-1312	ENSCAFT00000031266:297-1312	-	5.23814	3.11464	7.30329	OK	0.672187202
CUFF.2219	-	-	CUFF.2219	-	-	ENSCAFT00000014877	12-798	ENSCAFT00000014877:12-798	-	5.23882	2.77385	7.3507	OK	0.672274463
CUFF.11840	-	-	CUFF.11840	-	-	ENSCAFT00000045994	3526-4957	ENSCAFT00000045994:3526-4957	-	5.2391	3.58042	6.77994	OK	0.672310394
CUFF.14166	-	-	CUFF.14166	-	-	ENSCAFT00000009736	4491-5485	ENSCAFT00000009736:4491-5485	-	5.23939	3.07077	6.90923	OK	0.672347609
CUFF.19511	-	-	CUFF.19511	-	-	ENSCAFT00000011468	3330-4532	ENSCAFT00000011468:3330-4532	-	5.23972	3.35562	6.34847	OK	0.672389956
CUFF.20869	-	-	CUFF.20869	-	-	ENSCAFT00000012150	3-456	ENSCAFT00000012150:3-456	-	5.24014	1.44387	6.49742	OK	0.672443853
CUFF.4087	-	-	CUFF.4087	-	-	ENSCAFT00000031727	325-882	ENSCAFT00000031727:325-882	-	5.24039	2.15285	6.65425	OK	0.672475934
CUFF.5486	-	-	CUFF.5486	-	-	ENSCAFT00000019992	3-539	ENSCAFT00000019992:3-539	-	5.2435	2.03381	6.30482	OK	0.672875027
CUFF.17118	-	-	CUFF.17118	-	-	ENSCAFT00000005411	1740-2172	ENSCAFT00000005411:1740-2172	-	5.24461	1.51406	5.8039	OK	0.673017468
CUFF.13151	-	-	CUFF.13151	-	-	ENSCAFT00000049014	447-2978	ENSCAFT00000049014:447-2978	-	5.24539	4.09173	6.37449	OK	0.673117562
CUFF.5557	-	-	CUFF.5557	-	-	ENSCAFT00000031382	1592-3042	ENSCAFT00000031382:1592-3042	-	5.2467	3.60868	6.61592	OK	0.673285668
CUFF.9644	-	-	CUFF.9644	-	-	ENSCAFT00000048849	18-3275	ENSCAFT00000048849:18-3275	-	5.24777	4.25071	6.22545	OK	0.673422977
CUFF.12559	-	-	CUFF.12559	-	-	ENSCAFT00000045724	24-1245	ENSCAFT00000045724:24-1245	-	5.24901	3.39268	6.51753	OK	0.673582101
CUFF.10383	-	-	CUFF.10383	-	-	ENSCAFT00000018486	1036-1447	ENSCAFT00000018486:1036-1447	-	5.24924	1.32618	6.36568	OK	0.673611615
CUFF.7882	-	-	CUFF.7882	-	-	ENSCAFT00000030942	169-1556	ENSCAFT00000030942:169-1556	-	5.24966	3.53681	6.52345	OK	0.673665512
CUFF.16321	-	-	CUFF.16321	-	-	ENSCAFT00000027752	1951-3587	ENSCAFT00000027752:1951-3587	-	5.25034	3.73147	6.72998	OK	0.673752773
CUFF.10651	-	-	CUFF.10651	-	-	ENSCAFT00000002996	791-1638	ENSCAFT00000002996:791-1638	-	5.25042	2.83149	7.07872	OK	0.67376304
CUFF.19771	-	-	CUFF.19771	-	-	ENSCAFT00000036155	2513-3879	ENSCAFT00000036155:2513-3879	-	5.25072	3.51138	6.78334	OK	0.673801537
CUFF.610	-	-	CUFF.610	-	-	ENSCAFT00000048134	1-1014	ENSCAFT00000048134:1-1014	-	5.25108	3.12079	7.31771	OK	0.673847734
CUFF.8903	-	-	CUFF.8903	-	-	ENSCAFT00000029482	1646-2389	ENSCAFT00000029482:1646-2389	-	5.25225	2.64094	6.45564	OK	0.673997875
CUFF.6799	-	-	CUFF.6799	-	-	ENSCAFT00000028719	203-1672	ENSCAFT00000028719:203-1672	-	5.25406	3.63622	6.75298	OK	0.674230145
CUFF.19496	-	-	CUFF.19496	-	-	ENSCAFT00000027493	3247-4052	ENSCAFT00000027493:3247-4052	-	5.25457	2.8438	6.77095	OK	0.674295591
CUFF.14988	-	-	CUFF.14988	-	-	ENSCAFT00000027060	1189-1745	ENSCAFT00000027060:1189-1745	-	5.25525	2.15672	6.66622	OK	0.674382852
CUFF.3612	-	-	CUFF.3612	-	-	ENSCAFT00000002907	778-1645	ENSCAFT00000002907:778-1645	-	5.25646	2.89191	6.78969	OK	0.674538126
CUFF.13716	-	-	CUFF.13716	-	-	ENSCAFT00000048486	459-1720	ENSCAFT00000048486:459-1720	-	5.25664	3.45796	6.74303	OK	0.674561224
CUFF.16307	-	-	CUFF.16307	-	-	ENSCAFT00000002912	2349-3444	ENSCAFT00000002912:2349-3444	-	5.2572	3.18575	6.76971	OK	0.674633087
CUFF.2193	-	-	CUFF.2193	-	-	ENSCAFT00000024856	2324-2859	ENSCAFT00000024856:2324-2859	-	5.25931	2.03761	6.3166	OK	0.674903854
CUFF.17729	-	-	CUFF.17729	-	-	ENSCAFT00000017241	513-1276	ENSCAFT00000017241:513-1276	-	5.25933	2.71459	6.71504	OK	0.67490642
CUFF.11623	-	-	CUFF.11623	-	-	ENSCAFT00000042907	1472-2297	ENSCAFT00000042907:1472-2297	-	5.26088	2.77486	6.60681	OK	0.675105325
CUFF.19054	-	-	CUFF.19054	-	-	ENSCAFT00000014517	183-2686	ENSCAFT00000014517:183-2686	-	5.26185	4.09395	6.35869	OK	0.675229801
CUFF.15682	-	-	CUFF.15682	-	-	ENSCAFT00000044023	1369-2028	ENSCAFT00000044023:1369-2028	-	5.26352	2.48131	6.61683	OK	0.675444104
CUFF.16561	-	-	CUFF.16561	-	-	ENSCAFT00000000466	1930-2444	ENSCAFT00000000466:1930-2444	-	5.26393	1.90878	6.36259	OK	0.675496718
CUFF.21489	-	-	CUFF.21489	-	-	ENSCAFT00000050077	1452-1966	ENSCAFT00000050077:1452-1966	-	5.26393	1.90878	6.36259	OK	0.675496718
CUFF.17480	-	-	CUFF.17480	-	-	ENSCAFT00000001049	1174-2247	ENSCAFT00000001049:1174-2247	-	5.26484	3.25107	7.2133	OK	0.675613494
CUFF.7098	-	-	CUFF.7098	-	-	ENSCAFT00000032363	1508-2436	ENSCAFT00000032363:1508-2436	-	5.26528	2.93675	6.6958	OK	0.675669957
CUFF.1930	-	-	CUFF.1930	-	-	ENSCAFT00000006820	4873-5449	ENSCAFT00000006820:4873-5449	-	5.26573	2.08183	6.62401	OK	0.675727704
CUFF.5051	-	-	CUFF.5051	-	-	ENSCAFT00000043975	101-677	ENSCAFT00000043975:101-677	-	5.26573	2.08183	6.62401	OK	0.675727704
CUFF.9488	-	-	CUFF.9488	-	-	ENSCAFT00000046297	2-578	ENSCAFT00000046297:2-578	-	5.26573	2.08183	6.62401	OK	0.675727704
CUFF.21327	-	-	CUFF.21327	-	-	ENSCAFT00000044053	1773-2763	ENSCAFT00000044053:1773-2763	-	5.26603	3.08318	6.93715	OK	0.675766201
CUFF.9709	-	-	CUFF.9709	-	-	ENSCAFT00000022239	408-1460	ENSCAFT00000022239:408-1460	-	5.26667	3.21234	6.9428	OK	0.67584833
CUFF.2911	-	-	CUFF.2911	-	-	ENSCAFT00000049855	0-845	ENSCAFT00000049855:0-845	-	5.26679	2.83819	7.09548	OK	0.675863729
CUFF.1881	-	-	CUFF.1881	-	-	ENSCAFT00000000552	768-1199	ENSCAFT00000000552:768-1199	-	5.26764	1.51757	5.81736	OK	0.675972806
CUFF.16429	-	-	CUFF.16429	-	-	ENSCAFT00000022743	592-1023	ENSCAFT00000022743:592-1023	-	5.26764	1.51757	5.81736	OK	0.675972806
CUFF.5244	-	-	CUFF.5244	-	-	ENSCAFT00000027020	312-805	ENSCAFT00000027020:312-805	-	5.26921	1.76896	6.41249	OK	0.676174277
CUFF.9468	-	-	CUFF.9468	-	-	ENSCAFT00000022401	1391-2008	ENSCAFT00000022401:1391-2008	-	5.27088	2.29686	6.36052	OK	0.67638858
CUFF.14912	-	-	CUFF.14912	-	-	ENSCAFT00000003560	5258-5875	ENSCAFT00000003560:5258-5875	-	5.27088	2.29686	6.36052	OK	0.67638858
CUFF.4456	-	-	CUFF.4456	-	-	ENSCAFT00000002285	1175-1854	ENSCAFT00000002285:1175-1854	-	5.27139	2.40823	6.74303	OK	0.676454026
CUFF.15274	-	-	CUFF.15274	-	-	ENSCAFT00000012025	3318-4183	ENSCAFT00000012025:3318-4183	-	5.27235	2.89859	6.80539	OK	0.676577219
CUFF.15116	-	-	CUFF.15116	-	-	ENSCAFT00000030527	4795-5784	ENSCAFT00000030527:4795-5784	-	5.27273	3.08629	6.94416	OK	0.676625983
CUFF.6050	-	-	CUFF.6050	-	-	ENSCAFT00000015347	4-1055	ENSCAFT00000015347:4-1055	-	5.27288	3.2154	6.94941	OK	0.676645231
CUFF.6795	-	-	CUFF.6795	-	-	ENSCAFT00000027949	647-1057	ENSCAFT00000027949:647-1057	-	5.27456	1.32942	6.38121	OK	0.676860818
CUFF.12001	-	-	CUFF.12001	-	-	ENSCAFT00000031087	1696-2106	ENSCAFT00000031087:1696-2106	-	5.27456	1.32942	6.38121	OK	0.676860818
CUFF.6740	-	-	CUFF.6740	-	-	ENSCAFT00000045718	3351-3885	ENSCAFT00000045718:3351-3885	-	5.27522	2.04143	6.32843	OK	0.676945513
CUFF.8617	-	-	CUFF.8617	-	-	ENSCAFT00000019986	1238-1772	ENSCAFT00000019986:1238-1772	-	5.27522	2.04143	6.32843	OK	0.676945513
CUFF.11569	-	-	CUFF.11569	-	-	ENSCAFT00000031570	932-1466	ENSCAFT00000031570:932-1466	-	5.27522	2.04143	6.32843	OK	0.676945513
CUFF.2412	-	-	CUFF.2412	-	-	ENSCAFT00000014564	2127-2599	ENSCAFT00000014564:2127-2599	-	5.27532	1.84767	6.69779	OK	0.676958346
CUFF.6201	-	-	CUFF.6201	-	-	ENSCAFT00000020213	16-488	ENSCAFT00000020213:16-488	-	5.27532	1.84767	6.69779	OK	0.676958346
CUFF.7517	-	-	CUFF.7517	-	-	ENSCAFT00000025237	124-3034	ENSCAFT00000025237:124-3034	-	5.27614	4.23312	6.29349	OK	0.677063573
CUFF.18519	-	-	CUFF.18519	-	-	ENSCAFT00000020346	239-3417	ENSCAFT00000020346:239-3417	-	5.2772	4.28777	6.243	OK	0.677199598
CUFF.16067	-	-	CUFF.16067	-	-	ENSCAFT00000031020	411-1234	ENSCAFT00000031020:411-1234	-	5.27786	2.7816	6.62286	OK	0.677284293
CUFF.19046	-	-	CUFF.19046	-	-	ENSCAFT00000024820	37-1872	ENSCAFT00000024820:37-1872	-	5.27811	3.86147	6.65361	OK	0.677316374
CUFF.6554	-	-	CUFF.6554	-	-	ENSCAFT00000001534	1282-4046	ENSCAFT00000001534:1282-4046	-	5.27897	4.18065	6.31041	OK	0.677426734
CUFF.1220	-	-	CUFF.1220	-	-	ENSCAFT00000017510	406-981	ENSCAFT00000017510:406-981	-	5.2799	2.08545	6.63553	OK	0.677546077
CUFF.8070	-	-	CUFF.8070	-	-	ENSCAFT00000023660	1011-1586	ENSCAFT00000023660:1011-1586	-	5.2799	2.08545	6.63553	OK	0.677546077
CUFF.15625	-	-	CUFF.15625	-	-	ENSCAFT00000016293	1329-2193	ENSCAFT00000016293:1329-2193	-	5.28033	2.90195	6.81327	OK	0.677601257
CUFF.10494	-	-	CUFF.10494	-	-	ENSCAFT00000007832	20-1462	ENSCAFT00000007832:20-1462	-	5.28058	3.6287	6.65262	OK	0.677633338
CUFF.2945	-	-	CUFF.2945	-	-	ENSCAFT00000050095	212-725	ENSCAFT00000050095:212-725	-	5.28093	1.9125	6.37499	OK	0.677678252
CUFF.2366	-	-	CUFF.2366	-	-	ENSCAFT00000022224	127-1775	ENSCAFT00000022224:127-1775	-	5.28219	3.77045	6.61483	OK	0.677839942
CUFF.6598	-	-	CUFF.6598	-	-	ENSCAFT00000045674	8-459	ENSCAFT00000045674:8-459	-	5.28246	1.45027	6.52624	OK	0.67787459
CUFF.15515	-	-	CUFF.15515	-	-	ENSCAFT00000014907	208-659	ENSCAFT00000014907:208-659	-	5.28246	1.45027	6.52624	OK	0.67787459
