tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.576	-	-	CUFF.576	-	-	ENSMUST00000002818	12-448	ENSMUST00000002818:12-448	-	136.649	36.4749	164.137	OK	18.29571896
CUFF.393	-	-	CUFF.393	-	-	ENSMUST00000000430	378-775	ENSMUST00000000430:378-775	-	136.732	33.3817	160.232	OK	18.3068317
CUFF.1868	-	-	CUFF.1868	-	-	ENSMUST00000047906	7-404	ENSMUST00000047906:7-404	-	136.732	33.3817	160.232	OK	18.3068317
CUFF.1896	-	-	CUFF.1896	-	-	ENSMUST00000162792	1589-1986	ENSMUST00000162792:1589-1986	-	136.732	33.3817	160.232	OK	18.3068317
CUFF.3082	-	-	CUFF.3082	-	-	ENSMUST00000028781	1611-2008	ENSMUST00000028781:1611-2008	-	136.732	33.3817	160.232	OK	18.3068317
CUFF.4088	-	-	CUFF.4088	-	-	ENSMUST00000181494	616-1071	ENSMUST00000181494:616-1071	-	136.864	46.6024	168.934	OK	18.32450497
CUFF.462	-	-	CUFF.462	-	-	ENSMUST00000025476	16-587	ENSMUST00000025476:16-587	-	136.937	55.7025	171.749	OK	18.33427882
CUFF.3757	-	-	CUFF.3757	-	-	ENSMUST00000060766	2618-3189	ENSMUST00000060766:2618-3189	-	136.937	55.7025	171.749	OK	18.33427882
CUFF.3070	-	-	CUFF.3070	-	-	ENSMUST00000002925	219-848	ENSMUST00000002925:219-848	-	136.959	63.2077	168.554	OK	18.33722437
CUFF.3022	-	-	CUFF.3022	-	-	ENSMUST00000112308	2752-3226	ENSMUST00000112308:2752-3226	-	137.049	44.7343	162.162	OK	18.34927433
CUFF.3231	-	-	CUFF.3231	-	-	ENSMUST00000084949	590-1064	ENSMUST00000084949:590-1064	-	137.049	44.7343	162.162	OK	18.34927433
CUFF.2372	-	-	CUFF.2372	-	-	ENSMUST00000120547	9-541	ENSMUST00000120547:9-541	-	137.057	54.8038	169.393	OK	18.35034543
CUFF.2352	-	-	CUFF.2352	-	-	ENSMUST00000087883	504-2525	ENSMUST00000087883:504-2525	-	137.063	103.607	170.493	OK	18.35114876
CUFF.789	-	-	CUFF.789	-	-	ENSMUST00000096246	837-1543	ENSMUST00000096246:837-1543	-	137.07	67.5767	165.188	OK	18.35208598
CUFF.3460	-	-	CUFF.3460	-	-	ENSMUST00000120854	Sep-52	ENSMUST00000120854:9-1952	-	137.114	102.31	170.517	OK	18.35797707
CUFF.2120	-	-	CUFF.2120	-	-	ENSMUST00000112524	383-934	ENSMUST00000112524:383-934	-	137.191	52.914	168.363	OK	18.36828648
CUFF.1321	-	-	CUFF.1321	-	-	ENSMUST00000054547	1344-1779	ENSMUST00000054547:1344-1779	-	137.238	36.5587	164.514	OK	18.37457924
CUFF.1818	-	-	CUFF.1818	-	-	ENSMUST00000025831	4901-5336	ENSMUST00000025831:4901-5336	-	137.238	36.5587	164.514	OK	18.37457924
CUFF.1711	-	-	CUFF.1711	-	-	ENSMUST00000058351	469-1676	ENSMUST00000058351:469-1676	-	137.31	90.0339	177.872	OK	18.3842192
CUFF.283	-	-	CUFF.283	-	-	ENSMUST00000140761	382-1376	ENSMUST00000140761:382-1376	-	137.426	82.6618	178.656	OK	18.39975026
CUFF.3332	-	-	CUFF.3332	-	-	ENSMUST00000021062	20-840	ENSMUST00000021062:20-840	-	137.52	74.3435	174.546	OK	18.41233577
CUFF.2427	-	-	CUFF.2427	-	-	ENSMUST00000021536	30-734	ENSMUST00000021536:30-734	-	137.618	67.7687	165.657	OK	18.42545684
CUFF.548	-	-	CUFF.548	-	-	ENSMUST00000186164	1809-2224	ENSMUST00000186164:1809-2224	-	137.669	38.3206	146.896	OK	18.43228515
CUFF.3648	-	-	CUFF.3648	-	-	ENSMUST00000030830	1964-2379	ENSMUST00000030830:1964-2379	-	137.669	38.3206	146.896	OK	18.43228515
CUFF.2282	-	-	CUFF.2282	-	-	ENSMUST00000037850	587-1560	ENSMUST00000037850:587-1560	-	137.732	81.7218	177.064	OK	18.44072012
CUFF.2571	-	-	CUFF.2571	-	-	ENSMUST00000021412	11-676	ENSMUST00000021412:11-676	-	137.761	63.7716	187.329	OK	18.44460288
CUFF.2915	-	-	CUFF.2915	-	-	ENSMUST00000145295	253-841	ENSMUST00000145295:253-841	-	137.775	58.5997	162.276	OK	18.44647732
CUFF.2770	-	-	CUFF.2770	-	-	ENSMUST00000026270	30-714	ENSMUST00000026270:30-714	-	137.83	65.8752	178.251	OK	18.45384118
CUFF.1338	-	-	CUFF.1338	-	-	ENSMUST00000170157	104-538	ENSMUST00000170157:104-538	-	137.833	36.643	164.893	OK	18.45424285
CUFF.2278	-	-	CUFF.2278	-	-	ENSMUST00000020112	3403-3837	ENSMUST00000020112:3403-3837	-	137.833	36.643	164.893	OK	18.45424285
CUFF.2611	-	-	CUFF.2611	-	-	ENSMUST00000142344	1267-1701	ENSMUST00000142344:1267-1701	-	137.833	36.643	164.893	OK	18.45424285
CUFF.3488	-	-	CUFF.3488	-	-	ENSMUST00000079644	157-937	ENSMUST00000079644:157-937	-	137.866	71.3599	169.904	OK	18.45866117
CUFF.2047	-	-	CUFF.2047	-	-	ENSMUST00000021595	19-1298	ENSMUST00000021595:19-1298	-	137.976	91.1825	176.148	OK	18.47338889
CUFF.2244	-	-	CUFF.2244	-	-	ENSMUST00000020576	288-875	ENSMUST00000020576:288-875	-	138.134	58.6995	162.553	OK	18.49454326
CUFF.2449	-	-	CUFF.2449	-	-	ENSMUST00000027974	506-901	ENSMUST00000027974:506-901	-	138.149	33.5507	161.044	OK	18.49655159
CUFF.3679	-	-	CUFF.3679	-	-	ENSMUST00000032322	242-733	ENSMUST00000032322:242-733	-	138.164	48.5837	161.946	OK	18.49855992
CUFF.777	-	-	CUFF.777	-	-	ENSMUST00000035579	719-1881	ENSMUST00000035579:719-1881	-	138.226	88.9586	171.074	OK	18.506861
CUFF.1129	-	-	CUFF.1129	-	-	ENSMUST00000098090	63-573	ENSMUST00000098090:63-573	-	138.246	51.9708	161.109	OK	18.50953877
CUFF.1864	-	-	CUFF.1864	-	-	ENSMUST00000060989	1674-2529	ENSMUST00000060989:1674-2529	-	138.268	77.5003	179.801	OK	18.51248431
CUFF.1745	-	-	CUFF.1745	-	-	ENSMUST00000166123	182-711	ENSMUST00000166123:182-711	-	138.319	55.1146	170.354	OK	18.51931262
CUFF.3175	-	-	CUFF.3175	-	-	ENSMUST00000124342	312-841	ENSMUST00000124342:312-841	-	138.319	55.1146	170.354	OK	18.51931262
CUFF.3606	-	-	CUFF.3606	-	-	ENSMUST00000151803	205-734	ENSMUST00000151803:205-734	-	138.319	55.1146	170.354	OK	18.51931262
CUFF.3831	-	-	CUFF.3831	-	-	ENSMUST00000161821	38-567	ENSMUST00000161821:38-567	-	138.319	55.1146	170.354	OK	18.51931262
CUFF.2726	-	-	CUFF.2726	-	-	ENSMUST00000046518	711-1259	ENSMUST00000046518:711-1259	-	138.385	53.2037	169.284	OK	18.52814926
CUFF.829	-	-	CUFF.829	-	-	ENSMUST00000168120	353-786	ENSMUST00000168120:353-786	-	138.432	36.7276	165.274	OK	18.53444201
CUFF.200	-	-	CUFF.200	-	-	ENSMUST00000084731	1375-1961	ENSMUST00000084731:1375-1961	-	138.495	58.7997	162.83	OK	18.54287698
CUFF.3838	-	-	CUFF.3838	-	-	ENSMUST00000053063	461-1066	ENSMUST00000053063:461-1066	-	138.543	61.3341	166.478	OK	18.54930363
CUFF.2103	-	-	CUFF.2103	-	-	ENSMUST00000021698	1397-2155	ENSMUST00000021698:1397-2155	-	138.556	73.431	174.836	OK	18.55104418
CUFF.1199	-	-	CUFF.1199	-	-	ENSMUST00000170489	47-1015	ENSMUST00000170489:47-1015	-	138.633	82.1439	177.978	OK	18.56135359
CUFF.3789	-	-	CUFF.3789	-	-	ENSMUST00000027856	50-731	ENSMUST00000027856:50-731	-	138.695	66.1654	179.036	OK	18.56965467
CUFF.1547	-	-	CUFF.1547	-	-	ENSMUST00000061491	733-1261	ENSMUST00000061491:733-1261	-	138.745	55.2189	170.677	OK	18.57634909
CUFF.1753	-	-	CUFF.1753	-	-	ENSMUST00000047652	63-591	ENSMUST00000047652:63-591	-	138.745	55.2189	170.677	OK	18.57634909
CUFF.3075	-	-	CUFF.3075	-	-	ENSMUST00000061280	331-1069	ENSMUST00000061280:331-1069	-	138.781	71.8295	190.348	OK	18.58116907
CUFF.604	-	-	CUFF.604	-	-	ENSMUST00000076813	58-605	ENSMUST00000076813:58-605	-	138.787	53.3009	169.594	OK	18.5819724
CUFF.230	-	-	CUFF.230	-	-	ENSMUST00000061101	1289-1683	ENSMUST00000061101:1289-1683	-	138.868	33.6359	161.452	OK	18.59281737
CUFF.264	-	-	CUFF.264	-	-	ENSMUST00000022341	333-727	ENSMUST00000022341:333-727	-	138.868	33.6359	161.452	OK	18.59281737
CUFF.3441	-	-	CUFF.3441	-	-	ENSMUST00000169860	1-643	ENSMUST00000169860:1-643	-	138.942	61.9278	173.398	OK	18.60272511
CUFF.2807	-	-	CUFF.2807	-	-	ENSMUST00000080882	1899-2312	ENSMUST00000080882:1899-2312	-	138.978	38.5062	147.607	OK	18.60754509
CUFF.2896	-	-	CUFF.2896	-	-	ENSMUST00000115341	768-1200	ENSMUST00000115341:768-1200	-	139.037	36.8126	165.657	OK	18.61544451
CUFF.1045	-	-	CUFF.1045	-	-	ENSMUST00000001240	661-1131	ENSMUST00000001240:661-1131	-	139.104	45.115	163.542	OK	18.62441503
CUFF.827	-	-	CUFF.827	-	-	ENSMUST00000018186	68-900	ENSMUST00000018186:68-900	-	139.11	76.457	175.214	OK	18.62521836
CUFF.2058	-	-	CUFF.2058	-	-	ENSMUST00000065973	1451-1959	ENSMUST00000065973:1451-1959	-	139.154	52.1754	161.744	OK	18.63110945
CUFF.3913	-	-	CUFF.3913	-	-	ENSMUST00000032138	12-520	ENSMUST00000032138:12-520	-	139.154	52.1754	161.744	OK	18.63110945
CUFF.1088	-	-	CUFF.1088	-	-	ENSMUST00000020289	1065-1611	ENSMUST00000020289:1065-1611	-	139.192	53.3985	169.904	OK	18.63619721
CUFF.342	-	-	CUFF.342	-	-	ENSMUST00000092618	31-634	ENSMUST00000092618:31-634	-	139.236	61.5375	167.03	OK	18.6420883
CUFF.1741	-	-	CUFF.1741	-	-	ENSMUST00000028222	1327-1968	ENSMUST00000028222:1327-1968	-	139.259	62.0244	173.668	OK	18.64516774
CUFF.2127	-	-	CUFF.2127	-	-	ENSMUST00000171737	142-802	ENSMUST00000171737:142-802	-	139.269	64.2548	188.748	OK	18.64650662
CUFF.879	-	-	CUFF.879	-	-	ENSMUST00000018851	12887-13604	ENSMUST00000018851:12887-13604	-	139.295	70.2366	173.743	OK	18.64998772
CUFF.1150	-	-	CUFF.1150	-	-	ENSMUST00000032371	686-1497	ENSMUST00000032371:686-1497	-	139.556	75.1686	176.483	OK	18.6849326
CUFF.100	-	-	CUFF.100	-	-	ENSMUST00000026886	80-834	ENSMUST00000026886:80-834	-	139.562	73.8205	175.763	OK	18.68573593
CUFF.235	-	-	CUFF.235	-	-	ENSMUST00000119698	391-936	ENSMUST00000119698:391-936	-	139.599	53.4965	170.216	OK	18.6906898
CUFF.424	-	-	CUFF.424	-	-	ENSMUST00000144942	342-811	ENSMUST00000144942:342-811	-	139.628	45.2112	163.891	OK	18.69457257
CUFF.3026	-	-	CUFF.3026	-	-	ENSMUST00000005017	72-541	ENSMUST00000005017:72-541	-	139.628	45.2112	163.891	OK	18.69457257
CUFF.944	-	-	CUFF.944	-	-	ENSMUST00000009774	2-433	ENSMUST00000009774:2-433	-	139.647	36.898	166.041	OK	18.69711645
CUFF.2637	-	-	CUFF.2637	-	-	ENSMUST00000037875	163-594	ENSMUST00000037875:163-594	-	139.647	36.898	166.041	OK	18.69711645
CUFF.2007	-	-	CUFF.2007	-	-	ENSMUST00000003038	1796-2796	ENSMUST00000003038:1796-2796	-	139.718	84.8163	193.487	OK	18.70662252
CUFF.1340	-	-	CUFF.1340	-	-	ENSMUST00000170157	789-1694	ENSMUST00000170157:789-1694	-	139.747	79.076	181.582	OK	18.71050529
CUFF.2141	-	-	CUFF.2141	-	-	ENSMUST00000043757	1570-2322	ENSMUST00000043757:1570-2322	-	140.07	74.0169	176.231	OK	18.75375125
CUFF.2216	-	-	CUFF.2216	-	-	ENSMUST00000173456	68-574	ENSMUST00000173456:68-574	-	140.073	52.3816	162.383	OK	18.75415291
CUFF.783	-	-	CUFF.783	-	-	ENSMUST00000049031	651-1062	ENSMUST00000049031:651-1062	-	140.312	38.6936	148.325	OK	18.78615225
CUFF.2107	-	-	CUFF.2107	-	-	ENSMUST00000022986	309-720	ENSMUST00000022986:309-720	-	140.312	38.6936	148.325	OK	18.78615225
CUFF.3659	-	-	CUFF.3659	-	-	ENSMUST00000030187	93-485	ENSMUST00000030187:93-485	-	140.329	33.8075	162.276	OK	18.78842835
CUFF.2648	-	-	CUFF.2648	-	-	ENSMUST00000049537	50-593	ENSMUST00000049537:50-593	-	140.421	53.6936	170.843	OK	18.80074608
CUFF.4022	-	-	CUFF.4022	-	-	ENSMUST00000037502	588-1131	ENSMUST00000037502:588-1131	-	140.421	53.6936	170.843	OK	18.80074608
CUFF.3315	-	-	CUFF.3315	-	-	ENSMUST00000159209	1-713	ENSMUST00000159209:1-713	-	140.664	70.7299	174.963	OK	18.83328097
CUFF.2175	-	-	CUFF.2175	-	-	ENSMUST00000166897	550-1827	ENSMUST00000166897:550-1827	-	140.701	93.4009	172.273	OK	18.83823484
CUFF.476	-	-	CUFF.476	-	-	ENSMUST00000035034	0-448	ENSMUST00000035034:0-448	-	140.778	47.3305	171.573	OK	18.84854425
CUFF.1319	-	-	CUFF.1319	-	-	ENSMUST00000054547	95-543	ENSMUST00000054547:95-543	-	140.778	47.3305	171.573	OK	18.84854425
CUFF.3812	-	-	CUFF.3812	-	-	ENSMUST00000089027	227-675	ENSMUST00000089027:227-675	-	140.778	47.3305	171.573	OK	18.84854425
CUFF.1384	-	-	CUFF.1384	-	-	ENSMUST00000074519	468-1104	ENSMUST00000074519:468-1104	-	140.868	62.512	175.034	OK	18.86059421
CUFF.1670	-	-	CUFF.1670	-	-	ENSMUST00000033923	14-424	ENSMUST00000033923:14-424	-	140.989	38.7879	148.687	OK	18.87679471
CUFF.2949	-	-	CUFF.2949	-	-	ENSMUST00000032183	764-1174	ENSMUST00000032183:764-1174	-	140.989	38.7879	148.687	OK	18.87679471
CUFF.3667	-	-	CUFF.3667	-	-	ENSMUST00000071006	38-448	ENSMUST00000071006:38-448	-	140.989	38.7879	148.687	OK	18.87679471
CUFF.317	-	-	CUFF.317	-	-	ENSMUST00000132815	67-853	ENSMUST00000132815:67-853	-	140.995	74.1873	185.468	OK	18.87759804
CUFF.2579	-	-	CUFF.2579	-	-	ENSMUST00000102505	1331-1722	ENSMUST00000102505:1331-1722	-	141.071	33.894	162.691	OK	18.88777356
CUFF.1940	-	-	CUFF.1940	-	-	ENSMUST00000143517	506-1160	ENSMUST00000143517:506-1160	-	141.123	64.8443	190.48	OK	18.89473576
CUFF.571	-	-	CUFF.571	-	-	ENSMUST00000115421	758-1299	ENSMUST00000115421:758-1299	-	141.253	53.8921	171.475	OK	18.91214125
CUFF.1943	-	-	CUFF.1943	-	-	ENSMUST00000047300	62-603	ENSMUST00000047300:62-603	-	141.253	53.8921	171.475	OK	18.91214125
CUFF.2767	-	-	CUFF.2767	-	-	ENSMUST00000003320	919-1610	ENSMUST00000003320:919-1610	-	141.286	69.0437	168.773	OK	18.91655957
CUFF.2793	-	-	CUFF.2793	-	-	ENSMUST00000184973	182-1191	ENSMUST00000184973:182-1191	-	141.447	84.0598	178.627	OK	18.93811561
CUFF.3478	-	-	CUFF.3478	-	-	ENSMUST00000043359	2726-3154	ENSMUST00000043359:2726-3154	-	141.51	37.1567	167.205	OK	18.94655058
CUFF.2061	-	-	CUFF.2061	-	-	ENSMUST00000063562	1039-1673	ENSMUST00000063562:1039-1673	-	141.522	62.7092	175.586	OK	18.94815724
CUFF.309	-	-	CUFF.309	-	-	ENSMUST00000132467	12-421	ENSMUST00000132467:12-421	-	141.672	38.8828	149.051	OK	18.9682405
CUFF.1848	-	-	CUFF.1848	-	-	ENSMUST00000025811	75-858	ENSMUST00000025811:75-858	-	141.724	74.4715	186.179	OK	18.9752027
CUFF.1470	-	-	CUFF.1470	-	-	ENSMUST00000062904	4-674	ENSMUST00000062904:4-674	-	141.964	67.2517	181.975	OK	19.00733592
CUFF.2590	-	-	CUFF.2590	-	-	ENSMUST00000177501	11-755	ENSMUST00000177501:11-755	-	142.143	74.8128	178.126	OK	19.03130195
CUFF.710	-	-	CUFF.710	-	-	ENSMUST00000037865	2003-2467	ENSMUST00000037865:2003-2467	-	142.305	45.6984	165.657	OK	19.05299187
CUFF.1580	-	-	CUFF.1580	-	-	ENSMUST00000064941	1227-1840	ENSMUST00000064941:1227-1840	-	142.306	64.8575	172.953	OK	19.05312576
CUFF.4091	-	-	CUFF.4091	-	-	ENSMUST00000185030	10-772	ENSMUST00000185030:10-772	-	142.307	73.0455	173.918	OK	19.05325965
CUFF.2151	-	-	CUFF.2151	-	-	ENSMUST00000111023	272-680	ENSMUST00000111023:272-680	-	142.361	38.9781	149.416	OK	19.06048962
CUFF.2192	-	-	CUFF.2192	-	-	ENSMUST00000025955	3045-4030	ENSMUST00000025955:3045-4030	-	142.399	86.1079	196.434	OK	19.06557738
CUFF.269	-	-	CUFF.269	-	-	ENSMUST00000174484	53-554	ENSMUST00000174484:53-554	-	142.425	52.9044	164.004	OK	19.06905848
CUFF.2756	-	-	CUFF.2756	-	-	ENSMUST00000035010	Oct-65	ENSMUST00000035010:10-2465	-	142.427	111.203	171.662	OK	19.06932626
CUFF.786	-	-	CUFF.786	-	-	ENSMUST00000030665	18-984	ENSMUST00000030665:18-984	-	142.471	85.0577	183.834	OK	19.07521735
CUFF.717	-	-	CUFF.717	-	-	ENSMUST00000053766	221-1317	ENSMUST00000053766:221-1317	-	142.507	89.4789	169.284	OK	19.08003733
CUFF.1664	-	-	CUFF.1664	-	-	ENSMUST00000023100	1370-1759	ENSMUST00000023100:1370-1759	-	142.578	34.0682	163.528	OK	19.08954341
CUFF.1119	-	-	CUFF.1119	-	-	ENSMUST00000001479	1560-2042	ENSMUST00000001479:1560-2042	-	142.624	49.4908	164.969	OK	19.09570228
CUFF.3221	-	-	CUFF.3221	-	-	ENSMUST00000078830	374-1060	ENSMUST00000078830:374-1060	-	142.749	69.5469	170.004	OK	19.11243833
CUFF.3765	-	-	CUFF.3765	-	-	ENSMUST00000063788	15-441	ENSMUST00000063788:15-441	-	142.779	37.3311	167.99	OK	19.11645498
CUFF.3065	-	-	CUFF.3065	-	-	ENSMUST00000151702	9-602	ENSMUST00000151702:9-602	-	142.808	62.5753	169.847	OK	19.12033775
CUFF.1951	-	-	CUFF.1951	-	-	ENSMUST00000025890	1202-2129	ENSMUST00000025890:1202-2129	-	142.824	82.9178	194.428	OK	19.12247996
CUFF.1754	-	-	CUFF.1754	-	-	ENSMUST00000167487	2159-2622	ENSMUST00000167487:2159-2622	-	142.853	45.7971	166.015	OK	19.12636273
CUFF.2084	-	-	CUFF.2084	-	-	ENSMUST00000019615	370-1111	ENSMUST00000019615:370-1111	-	142.936	75.1156	178.847	OK	19.13747547
CUFF.1729	-	-	CUFF.1729	-	-	ENSMUST00000031262	71-608	ENSMUST00000031262:71-608	-	142.945	54.2935	172.752	OK	19.13868046
CUFF.1425	-	-	CUFF.1425	-	-	ENSMUST00000165743	824-1231	ENSMUST00000165743:824-1231	-	143.058	39.0738	149.783	OK	19.15380985
CUFF.541	-	-	CUFF.541	-	-	ENSMUST00000107308	47-1083	ENSMUST00000107308:47-1083	-	143.226	86.9858	179.088	OK	19.17630311
CUFF.77	-	-	CUFF.77	-	-	ENSMUST00000126532	2862-3250	ENSMUST00000126532:2862-3250	-	143.343	34.156	163.949	OK	19.19196805
CUFF.1269	-	-	CUFF.1269	-	-	ENSMUST00000028004	1-1554	ENSMUST00000028004:1-1554	-	143.35	100.695	179.204	OK	19.19290527
CUFF.2367	-	-	CUFF.2367	-	-	ENSMUST00000020864	57-593	ENSMUST00000020864:57-593	-	143.375	54.3948	173.074	OK	19.19625248
CUFF.3009	-	-	CUFF.3009	-	-	ENSMUST00000063531	8-507	ENSMUST00000063531:8-507	-	143.388	53.1164	164.661	OK	19.19799303
CUFF.1323	-	-	CUFF.1323	-	-	ENSMUST00000163854	1190-1652	ENSMUST00000163854:1190-1652	-	143.405	45.8963	166.374	OK	19.20026914
CUFF.2643	-	-	CUFF.2643	-	-	ENSMUST00000114099	613-1777	ENSMUST00000114099:613-1777	-	143.456	93.3599	184.443	OK	19.20709745
CUFF.126	-	-	CUFF.126	-	-	ENSMUST00000078717	14-716	ENSMUST00000078717:14-716	-	143.484	71.7374	177.456	OK	19.21084632
CUFF.2230	-	-	CUFF.2230	-	-	ENSMUST00000106000	47-527	ENSMUST00000106000:47-527	-	143.655	49.697	165.657	OK	19.23374124
CUFF.42	-	-	CUFF.42	-	-	ENSMUST00000034541	44-487	ENSMUST00000034541:44-487	-	143.714	47.8647	173.51	OK	19.24164066
CUFF.555	-	-	CUFF.555	-	-	ENSMUST00000123686	74-517	ENSMUST00000123686:74-517	-	143.714	47.8647	173.51	OK	19.24164066
CUFF.3856	-	-	CUFF.3856	-	-	ENSMUST00000106188	5-540	ENSMUST00000106188:5-540	-	143.807	54.4965	173.398	OK	19.25409228
CUFF.3902	-	-	CUFF.3902	-	-	ENSMUST00000027921	2007-3039	ENSMUST00000027921:2007-3039	-	143.918	87.323	179.783	OK	19.2689539
CUFF.1463	-	-	CUFF.1463	-	-	ENSMUST00000042780	2634-3187	ENSMUST00000042780:2634-3187	-	143.984	57.5156	177.34	OK	19.27779053
CUFF.3669	-	-	CUFF.3669	-	-	ENSMUST00000021089	3-740	ENSMUST00000021089:3-740	-	144.007	75.5233	179.817	OK	19.28086997
CUFF.2737	-	-	CUFF.2737	-	-	ENSMUST00000090006	987-2184	ENSMUST00000090006:987-2184	-	144.027	93.0003	186.001	OK	19.28354773
CUFF.382	-	-	CUFF.382	-	-	ENSMUST00000122348	70-457	ENSMUST00000122348:70-457	-	144.116	34.2443	164.373	OK	19.2954638
CUFF.1824	-	-	CUFF.1824	-	-	ENSMUST00000131300	319-982	ENSMUST00000131300:319-982	-	144.125	67.9618	183.897	OK	19.2966688
CUFF.2358	-	-	CUFF.2358	-	-	ENSMUST00000060396	22-1163	ENSMUST00000060396:22-1163	-	144.148	92.9188	181.192	OK	19.29974823
CUFF.2023	-	-	CUFF.2023	-	-	ENSMUST00000020118	525-1114	ENSMUST00000020118:525-1114	-	144.289	63.0002	171.001	OK	19.3186265
CUFF.2748	-	-	CUFF.2748	-	-	ENSMUST00000032185	449-891	ENSMUST00000032185:449-891	-	144.316	47.973	173.902	OK	19.32224149
CUFF.2189	-	-	CUFF.2189	-	-	ENSMUST00000058914	582-1079	ENSMUST00000058914:582-1079	-	144.364	53.3302	165.324	OK	19.32866813
CUFF.1395	-	-	CUFF.1395	-	-	ENSMUST00000171644	220-882	ENSMUST00000171644:220-882	-	144.439	68.0644	184.174	OK	19.33870976
CUFF.3476	-	-	CUFF.3476	-	-	ENSMUST00000043359	281-686	ENSMUST00000043359:281-686	-	144.47	39.2668	150.523	OK	19.3428603
CUFF.3382	-	-	CUFF.3382	-	-	ENSMUST00000154160	18-533	ENSMUST00000154160:18-533	-	144.531	56.6128	174.985	OK	19.3510275
CUFF.2789	-	-	CUFF.2789	-	-	ENSMUST00000150258	318-1438	ENSMUST00000150258:318-1438	-	144.559	92.2945	177.489	OK	19.35477637
CUFF.2101	-	-	CUFF.2101	-	-	ENSMUST00000094361	409-1804	ENSMUST00000094361:409-1804	-	144.562	98.8003	178.601	OK	19.35517804
CUFF.3790	-	-	CUFF.3790	-	-	ENSMUST00000027856	797-2631	ENSMUST00000027856:797-2631	-	144.654	106.945	176.315	OK	19.36749577
CUFF.1379	-	-	CUFF.1379	-	-	ENSMUST00000020284	8-486	ENSMUST00000020284:8-486	-	144.701	49.905	166.35	OK	19.37378853
CUFF.69	-	-	CUFF.69	-	-	ENSMUST00000114160	66-489	ENSMUST00000114160:66-489	-	144.726	37.5959	169.181	OK	19.37713574
CUFF.846	-	-	CUFF.846	-	-	ENSMUST00000114449	1-1138	ENSMUST00000114449:1-1138	-	144.766	93.2457	181.829	OK	19.38249128
CUFF.1742	-	-	CUFF.1742	-	-	ENSMUST00000028222	1-1266	ENSMUST00000028222:1-1266	-	144.788	96.3822	180.193	OK	19.38543682
CUFF.3749	-	-	CUFF.3749	-	-	ENSMUST00000162814	23-409	ENSMUST00000162814:23-409	-	144.897	34.333	164.798	OK	19.40003066
CUFF.1539	-	-	CUFF.1539	-	-	ENSMUST00000072961	0-642	ENSMUST00000072961:0-642	-	144.983	66.0563	194.04	OK	19.41154507
CUFF.2588	-	-	CUFF.2588	-	-	ENSMUST00000105612	83-1017	ENSMUST00000105612:83-1017	-	145.083	85.1341	184.457	OK	19.42493391
CUFF.3095	-	-	CUFF.3095	-	-	ENSMUST00000099467	2167-2626	ENSMUST00000099467:2167-2626	-	145.087	46.1962	167.461	OK	19.42546946
CUFF.1975	-	-	CUFF.1975	-	-	ENSMUST00000143771	1312-1844	ENSMUST00000143771:1312-1844	-	145.119	54.8038	174.376	OK	19.42975389
CUFF.3537	-	-	CUFF.3537	-	-	ENSMUST00000021649	24-556	ENSMUST00000021649:24-556	-	145.119	54.8038	174.376	OK	19.42975389
CUFF.75	-	-	CUFF.75	-	-	ENSMUST00000126532	908-1586	ENSMUST00000126532:908-1586	-	145.154	70.3675	172.009	OK	19.43443999
CUFF.2486	-	-	CUFF.2486	-	-	ENSMUST00000102973	21-699	ENSMUST00000102973:21-699	-	145.154	70.3675	172.009	OK	19.43443999
CUFF.3961	-	-	CUFF.3961	-	-	ENSMUST00000057829	2-479	ENSMUST00000057829:2-479	-	145.229	50.0096	166.699	OK	19.44448162
CUFF.1028	-	-	CUFF.1028	-	-	ENSMUST00000054014	1432-1927	ENSMUST00000054014:1432-1927	-	145.354	53.5456	165.991	OK	19.46121767
CUFF.1490	-	-	CUFF.1490	-	-	ENSMUST00000008748	1126-1548	ENSMUST00000008748:1126-1548	-	145.387	37.685	169.582	OK	19.46563599
CUFF.3795	-	-	CUFF.3795	-	-	ENSMUST00000109103	16-675	ENSMUST00000109103:16-675	-	145.39	68.3743	185.013	OK	19.46603765
CUFF.4049	-	-	CUFF.4049	-	-	ENSMUST00000016771	1535-2522	ENSMUST00000016771:1535-2522	-	145.417	85.9334	204.092	OK	19.46965264
CUFF.907	-	-	CUFF.907	-	-	ENSMUST00000105031	1622-2317	ENSMUST00000105031:1622-2317	-	145.526	72.46	179.243	OK	19.48424648
CUFF.732	-	-	CUFF.732	-	-	ENSMUST00000089162	1505-1945	ENSMUST00000089162:1505-1945	-	145.535	48.1911	174.693	OK	19.48545147
CUFF.1700	-	-	CUFF.1700	-	-	ENSMUST00000119557	468-908	ENSMUST00000119557:468-908	-	145.535	48.1911	174.693	OK	19.48545147
CUFF.652	-	-	CUFF.652	-	-	ENSMUST00000000642	1423-2737	ENSMUST00000000642:1423-2737	-	145.559	98.8394	183.559	OK	19.4886648
CUFF.3013	-	-	CUFF.3013	-	-	ENSMUST00000153554	4-462	ENSMUST00000153554:4-462	-	145.656	46.2971	167.827	OK	19.50165197
CUFF.3914	-	-	CUFF.3914	-	-	ENSMUST00000002133	83-541	ENSMUST00000002133:83-541	-	145.656	46.2971	167.827	OK	19.50165197
